Time,sFH_FMU.E_to_grid,sFH_FMU.Q_DHW,sFH_FMU.Q_err_DHW,sFH_FMU.tot_vio_Kh,sFH_FMU.rev_elec,sFH_FMU.costs_elec,sFH_FMU.table_ts_price_elec.y[1],sFH_FMU.table_HT_NT.y[1],sFH_FMU.ts_T_inside_max,sFH_FMU.ts_T_inside_min,sFH_FMU.TDem_DHW,sFH_FMU.mFlow_DHW,sFH_FMU.dem_e_mob,sFH_FMU.dem_elec,sFH_FMU.price_el,sFH_FMU.Electricity.P_el_dom,sFH_FMU.outputs.outputsDist.t_DHW,sFH_FMU.outputs.outputsDist.t_TES,sFH_FMU.outputs.outputsDist.ch_TES,sFH_FMU.outputs.outputsDist.ch_DHW,sFH_FMU.outputs.outputsGen.power_HP,sFH_FMU.outputs.outputsGen.heat_rod,sFH_FMU.outputs.outputsGen.heat_HP,sFH_FMU.outputs.outputsGen.power_rod,sFH_FMU.outputs.outputsGen.T_supply,sFH_FMU.outputs.outputsGen.T_return,sFH_FMU.outputs.outputsDem.T_Air,sFH_FMU.outputs.outputsDem.dch_DHW,sFH_FMU.outputs.outputsDem.dT_vio,sFH_FMU.outputs.outputsTra.T_return_UFH,sFH_FMU.outputs.outputsTra.T_supply_UFH,sFH_FMU.outputs.outputsTra.Q_conv_UFH,sFH_FMU.outputs.outputsTra.Q_rad_UFH,sFH_FMU.outputs.outputsTra.dch_TES,sFH_FMU.outputs.outputsTra.T_panel_heating1,sFH_FMU.outputs.outputsElec.power_use_PV,sFH_FMU.outputs.outputsElec.power_to_grid_PV,sFH_FMU.outputs.outputsElec.power_to_BAT_PV,sFH_FMU.outputs.outputsElec.power_use_BAT,sFH_FMU.outputs.outputsElec.power_to_grid_BAT,sFH_FMU.outputs.outputsElec.power_to_BAT_from_grid,sFH_FMU.outputs.outputsElec.ch_BAT,sFH_FMU.outputs.outputsElec.dch_BAT,sFH_FMU.outputs.outputsElec.soc_BAT,sFH_FMU.outputs.outputsElec.power_to_grid,sFH_FMU.outputs.outputsElec.power_from_grid,sFH_FMU.outputs.outputsElec.res_elec
477900,0,20.271833,0.27282414,16.222717,0,89.83239,0.47697565,0.376,294.15,293.65,289.15,0.008888889,0,2199.7083,0.000346,2199.7083,317.0318,311.28162,8669.126,0,3311.3132,2000,7000,2061.8557,318.22052,308.354,294.05496,222.54472,0,296.7476,306.97333,2205.4958,3152.5486,0,298.47702,284.39996,0,0,0,0,7.263441e-05,0,0,0.1963589,0,7288.477,7572.8774
478800,0,20.32762,0.27282414,16.225485,0,90.706856,0.44151905,0.376,294.15,293.65,283.15,0,0,429.30923,0.000346,429.30923,316.8541,313.32828,8467.336,0,3401.1665,2000,7000,2061.8557,319.5752,309.93832,293.81067,0,0,295.52216,306.3765,1410.7518,2196.545,0,296.63925,265.7661,0,0,0,0,7.263441e-05,0,0,0.1963521,0,5626.5654,5892.3315
479700,0,20.32762,0.27282414,16.229628,0,91.33201,0.44151905,0.376,294.15,293.65,283.15,0,0,1250.1178,0.000346,1250.1178,316.8346,314.49777,9546.264,0,3484.2922,2000,7000,2061.8557,320.9291,310.06427,293.60068,0,0.049311128,307.12097,318.44568,2855.0095,3611.2793,15709.136,299.325,245.96187,0,0,0,0,7.263441e-05,0,0,0.19634527,0,6550.3037,6796.2656
480600,0,20.32762,0.27282414,16.232765,0,92.05782,0.44151905,0.376,294.15,293.65,283.15,0,0,2007.7267,0.000346,2007.7267,316.81506,314.97906,9040.796,0,3513.665,2000,7000,2061.8557,321.41458,311.12506,294.04578,0,0,310.3032,318.88367,4319.7305,5408.973,11902.479,302.70688,224.95291,0,0,0,0,7.263441e-05,0,0,0.19633846,0,7358.2944,7583.2476
481500,0,20.32762,0.27282414,16.23927,0,92.87726,0.44151905,0.376,294.15,293.65,283.15,0,0,2034.5668,0.000346,2034.5668,316.79553,317.1823,8368.538,0,3595.2068,2000,7000,2061.8557,322.77795,313.25354,294.1425,0,0,296.7966,310.02652,2208.161,3163.585,0,298.5699,202.42258,0,0,0,0,7.263441e-05,0,0,0.19633164,0,7489.2065,7691.629
482400,0,20.32762,0.27282414,16.24425,0,93.69243,0.45599717,0.376,294.15,293.65,283.15,0,0,485.44342,0.000346,485.44342,316.776,319.56915,7320.101,0,2923.3455,0,5566.808,0,324.19177,315.8606,293.64407,0,0.0059169554,304.2806,319.64423,1058.2148,1725.0165,21311.754,295.7658,178.46132,0,0,0,0,7.263441e-05,0,0,0.19632483,0,3230.3276,3408.7888
483300,0,20.32762,0.27282414,16.250065,0,94.09681,0.45599717,0.376,294.15,293.65,283.15,0,0,121.21965,0.000346,121.21965,316.7565,317.48535,6940.091,0,3517.0784,0,6789.8374,0,321.1809,313.28223,293.95743,0,0,310.9801,320.70758,4402.4355,5434.4653,13493.568,302.78436,153.66624,0,0,0,0,7.263441e-05,0,0,0.196318,0,3484.6318,3638.298
484200,0,20.32762,0.27282414,16.25717,0,94.47117,0.45599717,0.376,294.15,293.65,286.15,0.01,0,124.59572,0.000346,124.59572,316.73703,317.67947,6232.0996,0,3376.6519,0,6520.857,0,321.2233,314.1304,294.193,124.84628,0.043002576,297.27432,310.62866,2539.4324,3518.0637,0,299.2846,128.63997,0,0,0,0,7.263441e-05,0,0,0.19631119,0,3372.6077,3501.2476
485100,0,20.359,0.27282414,16.261501,0,94.842026,0.45599717,0.376,294.15,293.65,283.15,0,0,143.84883,0.000346,143.84883,316.62872,318.46927,5351.2813,0,2901.5854,0,5580.4746,0,321.56613,315.4757,293.72665,0,0,295.09094,308.3631,1135.7924,1820.4028,0,296.00394,99.7687,0,0,0,0,7.263441e-05,0,0,0.19630437,0,2945.6655,3045.4343
486000,0,20.359,0.27282414,16.266745,0,95.218925,0.4870428,0.376,294.15,293.65,283.15,0,0,145.01056,0.000346,145.01056,316.60938,317.05078,7122.388,0,3508.8857,0,6842.632,0,320.87387,312.76773,293.8318,0,0,310.07956,320.28488,4044.7349,4958.413,14156.3955,301.94153,67.24353,0,0,0,0,7.263441e-05,0,0,0.19629756,0,3586.6526,3653.8962
486900,0,20.359,0.27282414,16.27265,0,95.63872,0.4870428,0.376,294.15,293.65,283.15,0,0,151.91545,0.000346,151.91545,316.59,316.93954,6579.637,0,3523.4143,0,6893.5815,0,320.7724,313.28397,294.23975,0,0.08974037,298.0032,311.1228,3055.552,4074.2566,0,300.36615,37.439938,0,0,0,0,7.263441e-05,0,0,0.19629073,0,3637.89,3675.3298
487800,0,20.359,0.27282414,16.27799,0,96.05262,0.4870428,0.376,294.15,293.65,286.15,0.01,0,144.08855,0.000346,144.08855,316.57062,317.86008,5637.2705,0,3017.6365,0,5879.0137,0,321.14633,314.73044,293.87466,125.16217,0,295.49484,308.57843,1372.1975,2113.7803,0,296.62595,-0,-0,-0,0,0,7.263441e-05,0,0,0.19628392,-0,3161.7249,3161.7249
488700,0,20.39038,0.27282414,16.28321,0,96.456116,0.4870428,0.376,294.15,293.65,283.15,0,0,126.00794,0.000346,126.00794,316.4624,317.19327,6948.132,0,3209.7004,0,6305.589,0,320.81458,312.90674,293.6715,0,0,308.62402,320.22354,3334.3552,4088.8748,16090.356,300.35693,-0,-0,-0,0,0,7.263441e-05,0,0,0.19627711,-0,3335.7085,3335.7085
489600,0,20.39038,0.27282414,16.28767,0,96.86866,0.5190804,0.376,294.15,293.65,283.15,0,0,254.85727,0.000346,254.85727,316.44318,316.37103,6868.407,0,3514.4583,0,6965.545,0,320.3856,312.5685,294.2086,0,0.058586556,299.22113,312.21735,3961.1743,5025.1167,0,302.1508,0,0,0,0,0,7.263441e-05,0,0,0.19627029,0,3769.3157,3769.3157
490500,0,20.39038,0.27282414,16.295033,0,97.31717,0.5190804,0.376,294.15,293.65,283.15,0,0,445.68832,0.000346,445.68832,316.42392,317.32492,5826.243,0,3081.5872,0,6087.9634,0,320.6848,314.05383,294.05862,0,0,296.14716,309.11508,1775.539,2600.595,0,297.61862,0,0,0,0,0,7.263441e-05,0,0,0.19626348,0,3527.2754,3527.2754
491400,0,20.39038,0.27282414,16.299566,0,97.77211,0.5190804,0.376,294.15,293.65,286.15,0.01,1233.3334,484.0918,0.000346,1717.4252,316.40466,317.82272,5418.1504,0,2632.2434,0,5189.2456,0,320.94476,314.77823,293.60947,125.162766,0.0405485,304.2778,316.98062,1573.1992,2174.7437,17620.824,296.76373,0,0,0,0,0,7.263441e-05,0,0,0.19625667,0,4349.6685,4349.6685
492300,0,20.42176,0.27282414,16.304739,0,98.393974,0.5190804,0.376,294.15,293.65,283.15,0,3700,682.82666,0.000346,4382.8267,316.2966,316.31268,6852.207,0,3350.2466,0,6717.9087,0,320.0819,312.28326,293.9726,0,0,310.16473,319.46564,4182.692,5133.7427,12901.809,302.35895,0,0,0,0,0,7.263441e-05,0,0,0.19624984,0,7733.073,7733.073
493200,0,20.42176,0.27282414,16.312172,0,99.365135,0.5785124,0.376,294.15,293.65,283.15,0,3700,739.26025,0.000346,4439.2603,316.27747,316.67303,6099.1353,0,3177.0964,0,6376.139,0,320.13422,313.19266,294.2252,0,0.07520274,297.2735,310.11932,2533.1714,3460.7012,0,299.30423,0,0,0,0,0,7.263441e-05,0,0,0.19624303,0,7616.357,7616.357
494100,0,20.42176,0.27282414,16.318075,0,100.43573,0.5785124,0.376,294.15,293.65,283.15,0,3700,686.0242,0.000346,4386.0244,316.25833,317.53476,5181.804,0,2715.1343,0,5424.714,0,320.46747,314.56995,293.90762,0,0,295.27975,308.13757,1205.5455,1910.7386,0,296.32477,0,0,0,0,0,7.263441e-05,0,0,0.19623622,0,7101.158,7101.158
495000,0,20.42176,0.27282414,16.323984,0,101.481834,0.5785124,0.376,294.15,293.65,283.15,0,3700,616.9115,0.000346,4316.9116,316.23923,317.3034,6140.4653,0,2644.6528,0,5289.5073,0,320.46915,313.48053,293.625,0,0.025002562,306.78632,319.4954,2488.0596,3117.6355,17629.482,298.6136,0,0,0,0,0,7.263441e-05,0,0,0.19622941,0,6961.5645,6961.5645
495900,0,20.42176,0.27282414,16.329397,0,102.53034,0.5785124,0.376,294.15,293.65,283.15,0,3700,624.31995,0.000346,4324.32,316.22012,316.14008,6648.9746,0,3255.8113,0,6582.491,0,319.81827,312.25092,294.11316,0,0,310.24146,319.02634,4245.596,5248.0483,12185.98,302.6256,0,0,0,0,0,7.263441e-05,0,0,0.19622259,0,7580.1313,7580.1313
496800,0,20.42176,0.27282414,16.339312,0,103.581154,0.5770983,0.376,294.15,293.65,286.15,0.01,3700,630.67804,0.000346,4330.678,316.20102,316.9221,5726.9556,0,2991.1965,0,6023.45,0,320.05902,313.54105,294.21683,124.94584,0.0668187,296.73602,309.59848,2145.522,3022.339,0,298.51862,0,0,0,0,0,7.263441e-05,0,0,0.19621578,0,7321.8745,7321.8745
497700,0,20.45314,0.27282414,16.345554,0,104.61267,0.5770983,0.376,294.15,293.65,285.15,0.003333333,3700,606.65027,0.000346,4306.6504,316.0931,317.67386,4859.461,0,2537.1267,0,5089.191,0,320.375,314.84436,293.88083,27.886293,0,295.0826,307.9503,1074.6526,1741.2354,0,296.03552,0,0,0,0,0,7.263441e-05,0,0,0.19620897,0,6843.7773,6843.7773
498600,0,20.460114,0.27282414,16.352009,0,105.62196,0.5770983,0.376,294.15,293.65,285.15,0.003333333,3700,606.89105,0.000346,4306.891,316.0544,317.34656,5841.545,0,2454.445,0,4946.075,0,320.28024,313.63187,293.63126,27.876228,0.018758949,306.63138,319.3833,2423.5989,3030.6516,17688.896,298.4906,0,0,0,0,0,7.263441e-05,0,0,0.19620216,0,6761.3364,6761.3364
499500,0,20.467087,0.27282414,16.35801,0,106.638176,0.5770983,0.376,294.15,293.65,283.15,0,3700,591.6231,0.000346,4291.623,316.0157,316.14285,6380.202,0,3063.3274,0,6266.266,0,319.50333,312.24188,294.10168,0,0,310.06354,318.95227,4169.74,5137.311,12330.066,302.46207,0,0,0,0,0,7.263441e-05,0,0,0.19619535,0,7354.9507,7354.9507
500400,0,20.467087,0.27282414,16.368505,0,107.65296,0.5180884,0.376,294.15,293.65,286.15,0.01,986.6667,941.27155,0.000346,1927.9382,315.99677,316.7496,5522.0093,0,2857.0745,0,5830.2505,0,319.66513,313.3804,294.24954,125.32274,0.09953363,296.87125,309.64703,2233.3213,3110.2056,0,298.72736,0,0,0,0,0,7.263441e-05,0,0,0.19618852,0,4785.0127,4785.0127
501300,0,20.498466,0.27282414,16.375704,0,108.249245,0.5180884,0.376,294.15,293.65,283.15,0,0,1630.5984,0.000346,1630.5984,315.88898,317.39844,4787.232,0,2484.8982,0,5038.8774,0,320.02405,314.5756,293.95462,0,0,295.23547,307.99548,1158.2174,1841.3817,0,296.27686,0,0,0,0,0,7.263441e-05,0,0,0.19618171,0,4115.4966,4115.4966
502200,0,20.498466,0.27282414,16.382053,0,108.79855,0.5180884,0.376,294.15,293.65,283.15,0,0,1694.019,0.000346,1694.019,315.87015,317.69006,4613.952,0,2173.352,0,4387.6084,0,320.29196,315.0407,293.61926,0,0.030744191,303.7433,316.74503,1326.4253,1857.2998,18035.436,296.27875,0,0,0,0,0,7.263441e-05,0,0,0.1961749,0,3867.371,3867.371
503100,0,20.498466,0.27282414,16.388773,0,109.362526,0.5180884,0.376,294.15,293.65,283.15,0,0,1634.4225,0.000346,1634.4225,315.85132,316.32358,6353.8203,0,2962.436,0,6066.9453,0,319.49106,312.2596,293.9416,0,0,309.47476,319.22824,3871.2627,4712.7974,13529.634,301.70352,0,0,0,0,0,7.263441e-05,0,0,0.1961681,0,4596.8584,4596.8584
504000,0,20.498466,0.27282414,16.397848,0,109.9283,0.47727114,0.376,294.15,293.65,283.15,0,0,1629.1671,0.000346,1629.1671,315.83252,316.48264,5796.2095,0,2976.3733,0,6091.828,0,319.4983,312.9015,294.28943,0,0.13944045,297.63412,310.39725,2777.536,3691.786,0,299.85843,0,0,0,0,0,7.263441e-05,0,0,0.19616129,0,4605.5405,4605.5405
504900,0,20.498466,0.27282414,16.407856,0,110.4424,0.47727114,0.376,294.15,293.65,283.15,0,0,819.02893,0.000346,819.02893,315.81372,317.1827,5019.0513,0,2606.9263,0,5299.5786,0,319.88104,314.16876,294.10266,0,0,295.7324,308.50266,1462.7468,2208.3103,0,297.0355,0,0,0,0,0,7.263441e-05,0,0,0.19615448,0,3425.9553,3425.9553
505800,0,20.498466,0.27282414,16.414602,0,110.85056,0.47727114,0.376,294.15,293.65,328.15,0.017777778,0,605.2718,0.000346,605.2718,315.79492,317.7844,4342.5015,0,2254.1587,0,4557.501,0,320.19333,315.25104,293.7745,3234.5342,0,294.64096,307.4188,800.07965,1368.3339,0,295.3787,0,0,0,0,0,7.263441e-05,0,0,0.19614767,0,2859.4304,2859.4304
506700,0,21.336905,0.31033906,16.421911,0,111.22742,0.47727114,0.376,294.15,293.65,283.15,0,0,657.6336,0.000346,657.6336,313.50696,317.0458,5966.7256,0,2516.6362,0,5117.9756,0,319.91043,313.11957,293.69095,0,0,307.51254,319.4916,2864.546,3487.0667,16616.836,299.43442,0,0,0,0,0,7.263441e-05,0,0,0.19614086,0,3174.2698,3174.2698
507600,0,21.336905,0.31033906,16.428879,0,111.621925,0.4396407,0.376,294.15,293.65,283.15,0,0,651.0347,0.000346,651.0347,313.49088,316.148,6274.5127,0,3019.5227,0,6194.5713,0,319.38464,312.24347,294.16983,0,0.01984166,299.30017,312.09973,4046.53,5009.8,0,302.28317,0,0,0,0,0,7.263441e-05,0,0,0.19613405,0,3670.5576,3670.5576
508500,0,21.336905,0.31033906,16.434404,0,112.00223,0.4396407,0.376,294.15,293.65,286.15,0.01,0,611.0323,0.000346,611.0323,313.47385,316.6549,5392.1055,0,2775.2378,0,5661.695,0,319.71222,313.57535,294.05472,125.27435,0,296.24335,308.8428,1858.6978,2598.9617,0,297.78143,0,0,0,0,0,7.263441e-05,0,0,0.19612724,0,3386.27,3386.27
509400,0,21.368286,0.31033906,16.43816,0,112.38023,0.4396407,0.376,294.15,293.65,297.15,0.046666667,0,522.71173,0.000346,522.71173,313.36795,316.98148,5159.7505,0,2493.6892,0,5066.8184,0,320.01157,314.13913,293.61313,2732.754,0.036875065,303.75955,315.77048,1515.6711,2032.2028,16661.027,296.65207,0,0,0,0,0,7.263441e-05,0,0,0.19612043,0,3016.401,3016.401
510300,0,22.051672,0.31033906,16.44274,0,112.76246,0.4396407,0.376,294.15,293.65,283.15,0,0,377.5896,0.000346,377.5896,311.4149,315.50305,6779.878,0,3231.0098,0,6653.603,0,319.3097,311.59335,293.902,0,0,309.5363,318.59415,4036.9812,4857.2485,12564.688,301.99622,0,0,0,0,0,7.263441e-05,0,0,0.19611362,0,3608.5994,3608.5994
511200,0,22.051672,0.31033906,16.448006,0,113.14213,0.37725398,0.316,291.65,291.15,283.15,0,0,398.67743,0.000346,398.67743,311.40024,315.5786,6383.895,0,1022.45074,0,2100,0,319.42398,312.15833,294.22763,0,2.5776312,297.80804,310.19156,2933.188,3812.782,0,300.1087,0,0,0,0,0,7.263441e-05,0,0,0.1961068,0,1421.1282,1421.1282
512100,0,22.051672,0.31033906,16.883362,0,113.2723,0.37725398,0.316,291.65,291.15,283.15,0,0,449.40915,0.000346,449.40915,311.3848,317.12964,1746.4368,0,1004.1793,0,2100,0,318.3599,316.37222,292.69482,0,1.0448303,293.18143,305.56494,183.74161,255.23608,0,293.06323,0,0,0,0,0,7.263441e-05,0,0,0.1961,0,1453.5885,1453.5885
513000,0,22.051672,0.31033906,17.089027,0,113.41086,0.37725398,0.316,291.65,291.15,283.15,0,0,449.88196,0.000346,449.88196,311.36932,318.42975,1930.225,0,1031.7339,0,2100,0,319.81592,317.61908,292.35367,0,0.7036661,292.80917,305.19272,52.099495,-12.104428,0,292.45813,0,0,0,0,0,7.263441e-05,0,0,0.19609319,0,1481.6158,1481.6158
513900,0,22.051672,0.31033906,17.254929,0,113.55173,0.37725398,0.316,291.65,291.15,283.15,0,0,446.8067,0.000346,446.8067,311.3539,319.74677,1908.0408,0,1056.2169,0,2100,0,321.09512,318.92352,292.2848,0,0.6347953,292.75644,305.13998,39.74546,-37.985954,0,292.36618,0,0,0,0,0,7.263441e-05,0,0,0.19608638,0,1503.0237,1503.0237
514800,0,22.051672,0.31033906,17.408504,0,113.64661,0.26318082,0.316,291.65,291.15,283.15,0,0,397.6896,0.000346,397.6896,311.33847,320.42593,0,0,0,0,0,0,321.7914,320.70886,292.24582,0,0.59580624,292.73486,305.11838,38.284317,-40.72172,0,292.32468,0,0,0,0,0,7.263441e-05,0,0,0.19607957,0,397.6896,397.6896
515700,0,22.051672,0.31033906,17.552994,0,113.67277,0.26318082,0.316,291.65,291.15,283.15,0,0,359.27283,0.000346,359.27283,311.3231,320.4032,0,0,0,0,0,0,321.7914,320.70886,292.21033,0,0.56031734,292.7165,305.1,37.85833,-41.32365,0,292.28845,0,0,0,0,0,7.263441e-05,0,0,0.19607276,0,359.27283,359.27283
516600,0,22.051672,0.31033906,17.688734,0,113.69641,0.26318082,0.316,291.65,291.15,283.15,0,0,286.29993,0.000346,286.29993,311.30768,320.38046,0,0,0,0,0,0,321.7914,320.70886,292.1757,0,0.5256935,292.6987,305.0822,37.561024,-41.711433,0,292.25333,0,0,0,0,0,7.263441e-05,0,0,0.19606595,0,286.29993,286.29993
517500,0,22.051672,0.31033906,17.81589,0,113.71525,0.26318082,0.316,291.65,291.15,283.15,0,0,221.78737,0.000346,221.78737,311.2923,320.35773,0,0,0,0,0,0,321.7914,320.70886,292.1416,0,0.49160963,292.68124,305.06476,37.297657,-42.08032,0,292.21878,0,0,0,0,0,7.263441e-05,0,0,0.19605914,0,221.78737,221.78737
518400,0,22.051672,0.31033906,17.934582,0,113.729836,0.2720872,0.316,291.65,291.15,283.15,0,0,59.854515,0.000346,59.854515,311.27692,320.33505,0,0,0,0,0,0,321.7914,320.70886,292.108,0,0.45798874,292.66403,305.04755,37.01938,-42.230976,0,292.1847,0,0,0,0,0,7.263441e-05,0,0,0.19605234,0,59.854515,59.854515
519300,0,22.051672,0.31033906,18.03999,0,113.73391,0.2720872,0.316,291.65,291.15,283.15,0,0,61.477524,0.000346,61.477524,311.26154,320.31235,0,0,0,0,0,0,321.7914,320.70886,292.04764,0,0.397636,292.6401,305.02365,44.032776,-48.099854,0,292.1366,0,0,0,0,0,7.263441e-05,0,0,0.19604553,0,61.477524,61.477524
520200,0,22.051672,0.31033906,18.134892,0,113.73809,0.2720872,0.316,291.65,291.15,283.15,0,0,61.197655,0.000346,61.197655,311.2462,320.2897,0,0,0,0,0,0,321.7914,320.70886,292.01212,0,0.3621225,292.62152,305.00507,43.576763,-49.56763,0,292.10025,0,0,0,0,0,7.263441e-05,0,0,0.19603872,0,61.197655,61.197655
521100,0,22.051672,0.31033906,18.220358,0,113.742256,0.2720872,0.316,291.65,291.15,283.15,0,0,60.508217,0.000346,60.508217,311.23087,320.26706,0,0,0,0,0,0,321.7914,320.70886,291.9783,0,0.32830787,292.60434,304.98785,43.47881,-50.116196,0,292.06628,0,0,0,0,0,7.263441e-05,0,0,0.19603191,0,60.508217,60.508217
522000,0,22.051672,0.31033906,18.298258,0,113.74637,0.24988459,0.316,291.65,291.15,283.15,0,0,60.929745,0.000346,60.929745,311.2155,320.24445,0,0,0,0,0,0,321.7914,320.70886,291.94498,0,0.29497537,292.5874,304.97095,43.38585,-50.597466,0,292.03278,0,0,0,0,0,7.263441e-05,0,0,0.1960251,0,60.929745,60.929745
522900,0,22.051672,0.31033906,18.367115,0,113.750175,0.24988459,0.316,291.65,291.15,283.15,0,0,61.42641,0.000346,61.42641,311.2002,320.22183,0,0,0,0,0,0,321.7914,320.70886,291.91235,0,0.26236308,292.57077,304.9543,43.227734,-51.015213,0,291.99988,0,0,0,0,0,7.263441e-05,0,0,0.19601831,0,61.42641,61.42641
523800,0,22.051672,0.31033906,18.42869,0,113.75401,0.24988459,0.316,291.65,291.15,283.15,0,0,125.199066,0.000346,125.199066,311.1849,320.19925,0,0,0,0,0,0,321.7914,320.70886,291.88028,0,0.23028642,292.55438,304.93793,43.032887,-51.371017,0,291.96747,0,0,0,0,0,7.263441e-05,0,0,0.1960115,0,125.199066,125.199066
524700,0,22.051672,0.31033906,18.481436,0,113.76183,0.24988459,0.316,291.65,291.15,283.15,0,0,130.906,0.000346,130.906,311.1696,320.17667,0,0,0,0,0,0,321.7914,320.70886,291.84854,0,0.19853675,292.5382,304.92172,42.86078,-51.681656,0,291.9354,0,0,0,0,0,7.263441e-05,0,0,0.19600469,0,130.906,130.906
525600,0,22.051672,0.31033906,18.526472,0,113.77001,0.21740381,0.316,291.65,291.15,283.15,0,0,132.02283,0.000346,132.02283,311.15433,320.1541,0,0,0,0,0,0,321.7914,320.70886,291.81674,0,0.16673031,292.52206,304.9056,42.764133,-52.000286,0,291.9034,0,0,0,0,0,7.263441e-05,0,0,0.19599788,0,132.02283,132.02283
526500,0,22.051672,0.31033906,18.564157,0,113.77719,0.21740381,0.316,291.65,291.15,283.15,0,0,131.35368,0.000346,131.35368,311.13904,320.1316,0,0,0,0,0,0,321.7914,320.70886,291.78476,0,0.13474785,292.50592,304.88943,42.739044,-52.373436,0,291.8714,0,0,0,0,0,7.263441e-05,0,0,0.19599108,0,131.35368,131.35368
527400,0,22.051672,0.31033906,18.593855,0,113.784325,0.21740381,0.316,291.65,291.15,283.15,0,0,115.33291,0.000346,115.33291,311.12378,320.10907,0,0,0,0,0,0,321.7914,320.70886,291.75284,0,0.102850504,292.4898,304.87332,42.71678,-52.780308,0,291.83945,0,0,0,0,0,7.263441e-05,0,0,0.19598427,0,115.33291,115.33291
528300,0,22.051672,0.31033906,18.615597,0,113.790596,0.21740381,0.316,291.65,291.15,283.15,0,0,96.6058,0.000346,96.6058,311.10852,320.08658,0,0,0,0,0,0,321.7914,320.70886,291.7211,0,0.071102805,292.47375,304.8573,42.699097,-53.183945,0,291.80768,0,0,0,0,0,7.263441e-05,0,0,0.19597746,0,96.6058,96.6058
529200,0,22.051672,0.31033906,18.62942,0,113.795845,0.21508226,0.316,291.65,291.15,283.15,0,0,155.13881,0.000346,155.13881,311.0933,320.0641,0,0,0,0,0,0,321.7914,320.70886,291.68948,0,0.03949341,292.45782,304.84134,42.68795,-53.5815,0,291.77606,0,0,0,0,0,7.263441e-05,0,0,0.19597067,0,155.13881,155.13881
530100,0,22.051672,0.31033906,18.635355,0,113.80419,0.21508226,0.316,291.65,291.15,283.15,0,0,153.8766,0.000346,153.8766,311.07806,320.04163,0,0,0,0,0,0,321.7914,320.70886,291.65802,0,0.008011372,292.44193,304.82547,42.682796,-53.972927,0,291.74457,0,0,0,0,0,7.263441e-05,0,0,0.19596386,0,153.8766,153.8766
531000,0,22.051672,0.31033906,18.63561,0,113.81246,0.21508226,0.316,291.65,291.15,283.15,0,0,155.60135,0.000346,155.60135,311.06284,320.0192,0,0,0,0,0,0,321.7914,320.70886,291.62665,0,0,292.42612,304.80966,42.68323,-54.35825,0,291.7132,0,0,0,0,0,7.263441e-05,0,0,0.19595705,0,155.60135,155.60135
531900,0,22.051672,0.31033906,18.63561,0,113.82083,0.21508226,0.316,291.65,291.15,283.15,0,0,81.27233,0.000346,81.27233,311.04764,319.99677,0,0,0,0,0,0,321.7914,320.70886,291.5954,0,0,292.41037,304.79388,42.68891,-54.737373,0,291.68195,0,0,0,0,0,7.263441e-05,0,0,0.19595025,0,81.27233,81.27233
532800,0,22.051672,0.31033906,18.63561,0,113.8252,0.21522999,0.316,291.65,291.15,283.15,0,0,62.401043,0.000346,62.401043,311.03244,319.97433,0,0,0,0,0,0,321.7914,320.70886,291.56424,0,0,292.39468,304.7782,42.69957,-55.110157,0,291.65082,0,0,0,0,0,7.263441e-05,0,0,0.19594344,0,62.401043,62.401043
533700,0,22.051672,0.31033906,18.63561,0,113.82856,0.21522999,0.316,291.65,291.15,283.15,0,0,61.679333,0.000346,61.679333,311.01724,319.95197,0,0,0,0,0,0,321.7914,320.70886,291.53323,0,0,292.37906,304.76257,42.70236,-55.4778,0,291.6198,0,0,0,0,0,7.263441e-05,0,0,0.19593665,0,61.679333,61.679333
534600,0,22.051672,0.31033906,18.63561,0,113.83188,0.21522999,0.316,291.65,291.15,283.15,0,0,61.543545,0.000346,61.543545,311.00208,319.9296,0,0,0,0,0,0,321.7914,320.70886,291.5025,0,0,292.36353,304.74707,42.66646,-55.820408,0,291.58902,0,0,0,0,0,7.263441e-05,0,0,0.19592984,0,61.543545,61.543545
535500,0,22.051672,0.31033906,18.63561,0,113.83519,0.21522999,0.316,291.65,291.15,283.15,0,0,60.452538,0.000346,60.452538,310.9869,319.90723,0,0,0,0,0,0,321.7914,320.70886,291.4722,0,0,292.34818,304.7317,42.574066,-56.11927,0,291.55853,0,0,0,0,0,7.263441e-05,0,0,0.19592305,0,60.452538,60.452538
536400,0,22.051672,0.31033906,18.63561,0,113.83844,0.24268775,0.316,291.65,291.15,283.15,0,0,60.73193,0.000346,60.73193,310.97174,319.8849,0,0,0,0,0,0,321.7914,320.70886,291.44238,0,0,292.33298,304.71652,42.407192,-56.365803,0,291.5284,0,0,0,0,0,7.263441e-05,0,0,0.19591624,0,60.73193,60.73193
537300,0,22.051672,0.31033906,18.63561,0,113.842125,0.24268775,0.316,291.65,291.15,283.15,0,0,60.85334,0.000346,60.85334,310.9566,319.86258,0,0,0,0,0,0,321.7914,320.70886,291.4132,0,0,292.31805,304.70157,42.14739,-56.52884,0,291.4988,0,0,0,0,0,7.263441e-05,0,0,0.19590943,0,60.85334,60.85334
