Time,sFH_FMU.outputs.outputsDem.T_Air,sFH_FMU.ts_T_inside_min,sFH_FMU.ts_T_inside_max,sFH_FMU.outputs.outputsDist.t_TES,sFH_FMU.outputs.outputsDist.t_DHW,sFH_FMU.outputs.outputsGen.power_HP,sFH_FMU.outputs.outputsGen.power_rod,sFH_FMU.outputs.outputsElec.power_use_PV,sFH_FMU.outputs.outputsElec.power_to_grid_PV,sFH_FMU.outputs.outputsElec.power_to_BAT_PV,sFH_FMU.outputs.outputsElec.soc_BAT,sFH_FMU.outputs.outputsElec.res_elec,sFH_FMU.outputs.outputsTra.T_supply_UFH,sFH_FMU.outputs.outputsDist.ch_TES,sFH_FMU.outputs.outputsDist.ch_DHW,sFH_FMU.outputs.outputsGen.heat_rod,sFH_FMU.outputs.outputsGen.heat_HP,sFH_FMU.outputs.outputsGen.T_return,sFH_FMU.outputs.outputsGen.T_supply,sFH_FMU.outputs.outputsTra.T_return_UFH,sFH_FMU.outputs.outputsTra.Q_conv_UFH,sFH_FMU.outputs.outputsTra.Q_rad_UFH,sFH_FMU.outputs.outputsTra.T_panel_heating1,sFH_FMU.outputs.outputsDem.dT_vio,sFH_FMU.outputs.outputsElec.power_use_BAT,sFH_FMU.outputs.outputsElec.power_to_grid_BAT,sFH_FMU.outputs.outputsElec.power_to_BAT_from_grid,sFH_FMU.outputs.outputsElec.ch_BAT,sFH_FMU.outputs.outputsElec.dch_BAT,sFH_FMU.outputs.outputsElec.power_to_grid,sFH_FMU.outputs.outputsElec.power_from_grid,sFH_FMU.mFlow_DHW,sFH_FMU.TDem_DHW,sFH_FMU.dem_e_mob,sFH_FMU.dem_elec,sFH_FMU.table_HT_NT.y[1],sFH_FMU.table_ts_price_elec.y[1],sFH_FMU.price_el
442800,291.6143,291.15,291.65,320.26932,327.41238,0,0,0,0,0,0.196625,104.240685,300.43726,0,0,0,0,322.82358,323.90637,292.41696,39.3537,-51.445107,291.695,0,0,0,7.263441e-05,0,0,0,104.240685,0,283.15,0,104.240685,0.316,0.23542759,0.000346
443700,291.585,291.15,291.65,320.2467,327.3846,0,0,0,0,0,0.19661817,61.239635,300.4223,0,0,0,0,322.82358,323.90637,292.402,39.16323,-51.658516,291.66537,0,0,0,7.263441e-05,0,0,0,61.239635,0,283.15,0,61.239635,0.316,0.23542759,0.000346
444600,291.55588,291.15,291.65,320.2241,327.35684,0,0,0,0,0,0.19661133,61.86407,300.40744,0,0,0,0,322.82358,323.90637,292.38715,38.978977,-51.86647,291.63593,0,0,0,7.263441e-05,0,0,0,61.86407,0,283.15,0,61.86407,0.316,0.23542759,0.000346
445500,291.5269,291.15,291.65,320.2015,327.32913,0,0,0,0,0,0.1966045,60.71355,300.39267,0,0,0,0,322.82358,323.90637,292.37238,38.799976,-52.069447,291.60663,0,0,0,7.263441e-05,0,0,0,60.71355,0,283.15,0,60.71355,0.316,0.23542759,0.000346
446400,291.49805,291.15,291.65,320.17896,327.3014,0,0,0,0,0,0.19659768,60.526825,300.378,0,0,0,0,322.82358,323.90637,292.35767,38.626186,-52.26718,291.5775,0,0,0,7.263441e-05,0,0,0,60.526825,0,283.15,0,60.526825,0.316,0.26037383,0.000346
447300,291.46936,291.15,291.65,320.1564,327.2737,0,0,0,0,0,0.19659086,61.02698,300.36337,0,0,0,0,322.82358,323.90637,292.34305,38.457333,-52.459633,291.54852,0,0,0,7.263441e-05,0,0,0,61.02698,0,283.15,0,61.02698,0.316,0.26037383,0.000346
448200,291.4408,291.15,291.65,320.13385,327.24603,0,0,0,0,0,0.19658403,60.3644,300.34882,0,0,0,0,322.82358,323.90637,292.32852,38.29316,-52.646732,291.51968,0,0,0,7.263441e-05,0,0,0,60.3644,0,283.15,0,60.3644,0.316,0.26037383,0.000346
449100,291.41235,291.15,291.65,320.11136,327.21838,0,0,0,0,0,0.1965772,59.942505,300.33435,0,0,0,0,322.82358,323.90637,292.31406,38.13344,-52.82855,291.49097,0,0,0,7.263441e-05,0,0,0,59.942505,0,283.15,0,59.942505,0.316,0.26037383,0.000346
450000,291.38403,291.15,291.65,320.08887,327.19077,0,0,0,0,0,0.19657038,60.401188,300.31995,0,0,0,0,322.82358,323.90637,292.29965,37.97795,-53.005207,291.46237,0,0,0,7.263441e-05,0,0,0,60.401188,0,283.15,0,60.401188,0.316,0.31645015,0.000346
450900,291.3557,291.15,291.65,320.06638,327.16315,0,0,0,0,0,0.19656356,61.544346,300.30557,0,0,0,0,322.82358,323.90637,292.28528,37.85803,-53.174892,291.43387,0,0,0,7.263441e-05,0,0,0,61.544346,0,283.15,0,61.544346,0.316,0.31645015,0.000346
451800,291.32718,291.15,291.65,320.0439,327.13556,0,0,0,0,0,0.19655673,62.632492,300.29117,0,0,0,0,322.82358,323.90637,292.27087,37.8065,-53.378773,291.40524,0,0,0,7.263441e-05,0,0,0,62.632492,0,283.15,0,62.632492,0.316,0.31645015,0.000346
452700,291.2985,291.15,291.65,320.02148,327.108,0,0,0,0,0,0.1965499,57.73158,300.27673,0,0,0,0,322.82358,323.90637,292.25644,37.79252,-53.627403,291.37653,0,0,0,7.263441e-05,0,0,0,57.73158,0,283.15,0,57.73158,0.316,0.31645015,0.000346
453600,291.2698,291.15,291.65,319.99905,327.08044,0,0,0,0,0,0.19654308,247.42526,300.2623,0,0,0,0,322.82358,323.90637,292.24197,37.789406,-53.893795,291.34784,0,0,0,7.263441e-05,0,0,0,247.42526,0,283.15,0,247.42526,0.376,0.39238635,0.000346
454500,291.24103,291.15,291.65,319.97665,327.05295,0,0,0,0,0,0.19653626,2614.1936,300.24783,0,0,0,0,322.82358,323.90637,292.22754,37.815357,-54.161476,291.3191,0,0,0,7.263441e-05,0,0,0,2614.1936,0,283.15,0,2614.1936,0.376,0.39238635,0.000346
455400,291.21204,291.15,291.65,319.95425,327.02542,0,0,0,0,0,0.19652943,2127.6868,300.23334,0,0,0,0,322.82358,323.90637,292.213,37.90018,-54.464287,291.29025,0,0,0,7.263441e-05,0,0,0,2127.6868,0,283.15,0,2127.6868,0.376,0.39238635,0.000346
456300,291.18298,291.15,291.65,319.9319,326.99796,0,0,0,0,0,0.19652261,758.6711,300.21878,0,0,0,0,322.82358,323.90637,292.1985,37.99253,-54.79272,291.26135,0,0,0,7.263441e-05,0,0,0,758.6711,0,283.15,0,758.6711,0.376,0.39238635,0.000346
457200,291.15408,291.15,291.65,319.90955,326.9705,0,0,0,0,0,0.19651578,621.1929,300.2043,0,0,0,0,322.82358,323.90637,292.184,38.048008,-55.117485,291.23254,0,0,0,7.263441e-05,0,0,0,621.1929,0.05666667,300.15,0,621.1929,0.376,0.48172432,0.000346
458100,291.68192,291.15,291.65,317.45132,324.08832,0,0,0,0,0,0.19650896,507.07568,306.38388,0,0,0,0,322.82358,323.90637,292.95804,386.3435,524.3585,292.45654,0.031924665,0,0,7.263441e-05,0,0,0,507.07568,0,283.15,0,507.07568,0.376,0.48172432,0.000346
459000,291.1859,291.15,291.65,317.43103,324.0644,0,0,0,0,0,0.19650213,504.23813,305.66382,0,0,0,0,322.82358,323.90637,292.238,63.603737,-2.918869,291.31345,0,0,0,7.263441e-05,0,0,0,504.23813,0.01,286.15,0,504.23813,0.376,0.48172432,0.000346
459900,291.77673,291.15,291.65,315.09106,323.9504,0,0,0,0,0,0.19649531,2442.796,306.26123,0,0,0,0,322.82358,323.90637,293.22766,543.39777,737.83575,292.86624,0.12672156,0,0,7.263441e-05,0,0,0,2442.796,0,283.15,0,2442.796,0.376,0.48172432,0.000346
460800,291.1739,293.65,294.15,315.07257,323.92545,0,0,0,0,0,0.19648848,2028.7899,319.21713,0,0,0,0,322.82358,323.90637,291.34058,73.207565,8.739461,291.32068,2.4760993,0,0,7.263441e-05,0,0,0,2028.7899,0.01,286.15,0,2028.7899,0.376,0.48313835,0.000346
461700,293.38986,293.65,294.15,309.80945,323.81158,2954.4211,0,0,0,0,0.19648167,3452.846,312.00998,5759.2295,0,0,5795.985,313.85086,320.40555,306.2592,3584.838,4641.867,300.5775,0.26014316,0,0,7.263441e-05,0,0,0,3452.846,0.01,286.15,0,498.42477,0.376,0.48313835,0.000346
462600,293.3016,293.65,294.15,308.64288,323.6978,3385.8752,0,0,0,0,0.19647485,7430.8413,310.80783,6544.066,0,0,6592.421,313.25714,320.7051,305.29404,3313.548,4292.547,299.9453,0.34838343,0,0,7.263441e-05,0,0,0,7430.8413,0.01,286.15,0,4044.9663,0.376,0.48313835,0.000346
463500,293.24716,293.65,294.15,308.26236,323.58417,3315.306,2061.8557,36.035023,0,0,0.19646803,8068.551,310.44177,8286.695,0,2000,6373.7256,314.16193,323.5932,304.96414,3224.1611,4156.969,299.71164,0.4028315,0,0,7.263441e-05,0,0,0,8032.516,0.01,286.15,0,2691.3894,0.376,0.48313835,0.000346
464400,293.2997,293.65,294.15,308.6278,323.47058,3250.5024,2061.8557,125.158,0,0,0.1964612,5536.357,310.87637,8200.715,0,2000,6217.6953,314.47647,323.8099,305.28046,3298.8958,4241.77,299.91403,0.35028672,0,0,7.263441e-05,0,0,0,5411.199,0.01,286.15,0,223.999,0.376,0.44932795,0.000346
465300,293.47525,293.65,294.15,308.8711,323.3571,3204.573,2061.8557,228.49355,0,0,0.19645438,5576.0005,311.13028,8112.2485,0,2000,6118.677,314.6545,323.88727,305.49777,3298.9365,4309.841,300.08966,0.17473873,0,0,7.263441e-05,0,0,0,5347.507,0,283.15,0,309.57196,0.376,0.44932795,0.000346
466200,293.53333,293.65,294.15,309.02518,323.33258,3166.0303,2061.8557,301.44556,0,0,0.19644757,5498.6245,311.29218,8041.8823,0,2000,6042.1855,314.75623,323.90887,305.6301,3319.276,4343.25,300.18854,0.1166638,0,0,7.263441e-05,0,0,0,5197.1787,0.01,286.15,0,270.7385,0.376,0.44932795,0.000346
467100,293.57718,293.65,294.15,309.11533,323.21918,3134.704,2061.8557,342.11777,0,0,0.19644074,5457.0566,311.38522,7987.995,0,2000,5984.7847,314.80643,323.89777,305.71,3329.3042,4359.803,300.2525,0.07280725,0,0,7.263441e-05,0,0,0,5114.939,0,283.15,0,260.4969,0.376,0.44932795,0.000346
468000,293.61514,293.65,294.15,309.16586,323.19476,3108.2366,2061.8557,375.93182,0,0,0.19643392,5426.252,311.43518,7945.176,0,2000,5939.948,314.82544,323.86804,305.75772,3331.9473,4366.237,300.29575,0.034842826,0,0,7.263441e-05,0,0,0,5050.32,0,283.15,0,256.15955,0.376,0.4548153,0.000346
468900,293.63577,293.65,294.15,309.18805,323.17035,3076.6838,2061.8557,397.36862,0,0,0.19642709,5394.7495,311.45483,7902.316,0,2000,5891.315,314.81705,323.81085,305.78088,3334.0503,4363.694,300.3206,0.014238791,0,0,7.263441e-05,0,0,0,4997.381,0,283.15,0,256.20984,0.376,0.4548153,0.000346
469800,293.65878,293.65,294.15,308.9295,323.14597,3422.183,0,400.87134,0,0,0.19642028,3572.0886,311.11243,6619.2637,0,0,6605.211,313.61273,321.14627,305.5992,3288.2175,4311.1997,300.2517,0,0,0,7.263441e-05,0,0,0,3171.2173,0.003333333,285.15,0,149.90565,0.376,0.4548153,0.000346
470700,293.62216,293.65,294.15,308.3888,323.10187,3568.3987,0,393.11258,0,0,0.19641346,3711.5273,310.50812,6895.4707,0,0,6897.8525,313.28076,321.12863,305.15494,3171.5232,4154.895,299.9811,0.0278472,0,0,7.263441e-05,0,0,0,3318.4148,0,283.15,0,143.12868,0.376,0.4548153,0.000346
471600,293.60593,293.65,294.15,308.1059,323.0775,3618.463,0,384.14087,0,0,0.19640663,5445.9443,310.20096,7024.9004,0,0,7000,313.10297,321.09818,304.93097,3112.8167,4072.0222,299.84717,0.04406129,0,0,7.263441e-05,0,0,0,5061.8037,0,283.15,0,1827.4814,0.376,0.4894277,0.000346
472500,293.60474,293.65,294.15,307.9272,323.0532,3609.4578,0,373.46533,0,0,0.19639982,6445.8374,310.0011,7023.6084,0,0,7000,312.92575,320.91946,304.79166,3074.5413,4019.088,299.76926,0.04525056,0,0,7.263441e-05,0,0,0,6072.372,0,283.15,0,2836.3796,0.376,0.4894277,0.000346
473400,293.60922,293.65,294.15,307.79617,323.02887,3602.7075,0,360.53387,0,0,0.196393,7962.889,309.85315,7017.468,0,0,7000,312.79102,320.77774,304.6904,3045.2275,3979.017,299.71494,0.040781442,0,0,7.263441e-05,0,0,0,7602.355,0.01,286.15,0,4360.1816,0.376,0.4894277,0.000346
474300,293.61734,293.65,294.15,307.7012,322.91574,3598.283,0,346.54193,0,0,0.19638619,9145.182,309.74527,7012.717,0,0,7000,312.6931,320.67444,304.61807,3022.9063,3948.6177,299.67828,0.032669943,0,0,7.263441e-05,0,0,0,8798.64,0.01,328.15,0,5546.8984,0.376,0.4894277,0.000346
475200,293.6281,293.65,294.15,307.63293,321.55786,3595.592,0,332.5664,0,0,0.19637936,7464.957,309.6671,7009.0713,0,0,7000,312.62262,320.5998,304.5672,3005.958,3924.1592,299.6551,0.021880591,0,0,7.263441e-05,0,0,0,7132.3906,0,312.15,0,3869.365,0.376,0.47697565,0.000346
476100,293.7646,293.65,294.15,308.38318,321.53528,3339.1033,2061.8557,317.9135,0,0,0.19637254,7739.3506,310.56683,8377.717,0,2000,6386.2695,314.37387,323.90875,305.17487,3119.1653,4100.5386,300.01855,0,0,0,7.263441e-05,0,0,0,7421.437,0,328.15,0,2338.3916,0.376,0.47697565,0.000346
477000,293.8525,293.65,294.15,308.84918,321.51215,3215.6763,2061.8557,301.89496,0,0,0.19636573,7613.0645,311.06503,8144.628,0,2000,6144.7324,314.66342,323.933,305.55707,3202.1165,4220.759,300.2728,0,0,0,7.263441e-05,0,0,0,7311.1694,0,283.15,0,2335.5322,0.376,0.47697565,0.000346
477900,293.91147,293.65,294.15,309.10437,321.48904,3143.6,2061.8557,284.39996,0,0,0.1963589,7405.164,311.3367,8006.344,0,2000,6004.7563,314.81357,323.92578,305.7692,3245.3162,4284.0884,300.41837,0,0,0,7.263441e-05,0,0,0,7120.764,0.008888889,289.15,0,2199.7083,0.376,0.47697565,0.000346
478800,293.9541,293.65,294.15,309.24387,321.30795,3104.0376,2061.8557,265.7661,0,0,0.1963521,5595.2026,311.4837,7928.04,0,2000,5927.153,314.89346,323.91653,305.8874,3266.6897,4315.503,300.50385,0,0,0,7.263441e-05,0,0,0,5329.4365,0,283.15,0,429.30923,0.376,0.44151905,0.000346
479700,294.00107,293.65,294.15,309.32217,321.28506,3076.5505,2061.8557,245.96187,0,0,0.19634527,6388.524,311.56412,7878.5967,0,2000,5875.0103,314.93506,323.9019,305.95755,3271.8972,4331.993,300.56128,0,0,0,7.263441e-05,0,0,0,6142.562,0,283.15,0,1250.1178,0.376,0.44151905,0.000346
480600,294.03082,293.65,294.15,309.36386,321.26212,3051.118,2061.8557,224.95291,0,0,0.19633846,7120.7,311.6052,7838.046,0,2000,5831.7915,314.94705,323.8677,305.99658,3274.531,4337.427,300.5963,0,0,0,7.263441e-05,0,0,0,6895.7476,0,283.15,0,2007.7267,0.376,0.44151905,0.000346
481500,294.057,293.65,294.15,309.38034,321.2392,3026.2634,2061.8557,202.42258,0,0,0.19633164,7122.6855,311.61874,7801.97,0,2000,5793.583,314.93732,323.81693,306.01517,3272.4873,4336.2056,300.61838,0,0,0,7.263441e-05,0,0,0,6920.263,0,283.15,0,2034.5668,0.376,0.44151905,0.000346
482400,294.08096,293.65,294.15,309.38028,321.2163,3001.385,0,178.46132,0,0,0.19632483,3486.8284,311.61417,7767.932,0,0,5758.079,314.9127,323.75354,306.0204,3267.134,4331.9165,300.6316,0,0,0,7.263441e-05,0,0,0,3308.367,0,283.15,0,485.44342,0.376,0.45599717,0.000346
483300,293.98987,293.65,294.15,308.72638,321.19342,3476.8093,0,153.66624,0,0,0.196318,3598.029,310.83246,6717.618,0,0,6716.6475,313.48767,321.13312,305.4972,3162.1685,4163.994,300.33005,0,0,0,7.263441e-05,0,0,0,3444.3628,0,283.15,0,121.21965,0.376,0.45599717,0.000346
484200,293.9564,293.65,294.15,308.3615,321.17053,3569.6897,0,128.63997,0,0,0.19631119,3694.2854,310.4388,6907.108,0,0,6905.9883,313.26804,321.12918,305.206,3089.4124,4059.9524,300.1507,0,0,0,7.263441e-05,0,0,0,3565.6455,0.01,286.15,0,124.59572,0.376,0.45599717,0.000346
485100,293.94717,293.65,294.15,308.16833,321.05887,3607.7024,0,99.7687,0,0,0.19630437,3751.5513,310.22845,6997.715,0,0,6992.875,313.14545,321.1097,305.05322,3048.8284,4002.969,300.0601,0,0,0,7.263441e-05,0,0,0,3651.7825,0,283.15,0,143.84883,0.376,0.45599717,0.000346
486000,293.94983,293.65,294.15,308.05768,321.03613,3599.988,0,67.24353,0,0,0.19629756,3744.9985,310.10556,7013.8267,0,0,7000,313.05017,321.03278,304.9676,3023.9866,3969.553,300.01294,0,0,0,7.263441e-05,0,0,0,3677.755,0,283.15,0,145.01056,0.376,0.4870428,0.000346
486900,293.94424,293.65,294.15,307.979,321.0134,3587.609,0,37.439938,0,0,0.19629073,3739.5244,310.01706,7010.5034,0,0,7000,312.96957,320.9484,304.90616,3009.7212,3943.3857,299.9788,0,0,0,7.263441e-05,0,0,0,3702.0845,0,283.15,0,151.91545,0.376,0.4870428,0.000346
487800,293.95386,293.65,294.15,307.92206,320.99066,3576.3904,0,-0,-0,-0,0.19628392,3720.479,309.95193,7007.4814,0,0,6999.6504,312.91083,320.8862,304.86377,2995.1477,3924.2173,299.95917,0,0,0,7.263441e-05,0,0,-0,3720.479,0.01,286.15,0,144.08855,0.376,0.4870428,0.000346
488700,293.96606,293.65,294.15,307.8767,320.87906,3547.096,0,-0,-0,-0,0.19627711,3673.104,309.89874,6981.608,0,0,6967.3843,312.8484,320.7943,304.83105,2982.6433,3908.41,299.94632,0,0,0,7.263441e-05,0,0,-0,3673.104,0,283.15,0,126.00794,0.376,0.4870428,0.000346
489600,293.97888,293.65,294.15,307.8316,320.85648,3517.8337,0,0,0,0,0.19627029,3772.691,309.8452,6951.0693,0,0,6936.0693,312.78165,320.6928,304.79855,2970.0547,3892.7332,299.93387,0,0,0,7.263441e-05,0,0,0,3772.691,0,283.15,0,254.85727,0.376,0.5190804,0.000346
490500,293.99173,293.65,294.15,307.78528,320.83386,3487.8782,0,0,0,0,0.19626348,3933.5664,309.79025,6919.0684,0,0,6903.624,312.7126,320.5873,304.7651,2957.1978,3876.7603,299.92096,0,0,0,7.263441e-05,0,0,0,3933.5664,0,283.15,0,445.68832,0.376,0.5190804,0.000346
491400,294.00446,293.65,294.15,307.73758,320.81128,3457.7783,0,0,0,0,0.19625667,5175.2036,309.73373,6886.603,0,0,6870.921,312.64172,320.47952,304.73053,2944.068,3860.451,299.90735,0,0,0,7.263441e-05,0,0,0,5175.2036,0.01,286.15,1233.3334,484.0918,0.376,0.5190804,0.000346
492300,294.01688,293.65,294.15,307.68863,320.69983,3427.789,0,0,0,0,0.19624984,7810.6157,309.67584,6854.1367,0,0,6838.3364,312.56964,320.37048,304.69492,2930.7332,3843.8523,299.89304,0,0,0,7.263441e-05,0,0,0,7810.6157,0,283.15,3700,682.82666,0.376,0.5190804,0.000346
493200,294.02902,293.65,294.15,307.63876,320.67737,3398.0078,0,0,0,0,0.19624303,7837.268,309.61694,6821.844,0,0,6805.989,312.49677,320.26086,304.65854,2917.44,3825.8152,299.87854,0,0,0,7.263441e-05,0,0,0,7837.268,0,283.15,3700,739.26025,0.376,0.5785124,0.000346
494100,294.1046,293.65,294.15,307.59665,320.65488,3384.5144,0,0,0,0,0.19623622,7770.5386,309.56345,6803.373,0,0,6796.9214,312.44046,320.18353,304.6355,2883.2314,3816.9163,299.88553,0,0,0,7.263441e-05,0,0,0,7770.5386,0,283.15,3700,686.0242,0.376,0.5785124,0.000346
495000,294.11996,293.65,294.15,307.56937,320.63242,3386.2388,0,0,0,0,0.19622941,7703.1504,309.5307,6805.8213,0,0,6804.884,312.41452,320.1604,304.61703,2873.5117,3805.4788,299.88138,0,0,0,7.263441e-05,0,0,0,7703.1504,0,283.15,3700,616.9115,0.376,0.5785124,0.000346
495900,294.1343,293.65,294.15,307.55627,320.60995,3388.7112,0,0,0,0,0.19622259,7713.0313,309.51456,6810.939,0,0,6810.224,312.40558,320.15726,304.6099,2867.4084,3797.5613,299.8835,0,0,0,7.263441e-05,0,0,0,7713.0313,0,283.15,3700,624.31995,0.376,0.5785124,0.000346
496800,294.15,293.65,294.15,307.5507,320.58752,3378.2107,0,0,0,0,0.19621578,7708.8887,309.50613,6801.706,0,0,6795.2656,312.39453,320.1357,304.60898,2862.8025,3791.4026,299.88995,0,0,0,7.263441e-05,0,0,0,7708.8887,0.01,286.15,3700,630.67804,0.376,0.5770983,0.000346
497700,294.11615,293.65,294.15,308.09067,320.4763,3217.6028,0,0,0,0,0.19620897,7524.253,310.31174,6511.369,0,0,6485.697,312.69672,320.10745,305.18958,3050.0251,3971.743,300.23148,0,0,0,7.263441e-05,0,0,0,7524.253,0.003333333,285.15,3700,606.65027,0.376,0.5770983,0.000346
498600,294.10132,293.65,294.15,308.4601,320.43423,3080.1235,0,0,0,0,0.19620216,7387.0146,310.83035,6271.042,0,0,6233.0024,312.86707,320.0043,305.516,3141.9958,4058.8018,300.40106,0,0,0,7.263441e-05,0,0,0,7387.0146,0.003333333,285.15,3700,606.89105,0.376,0.5770983,0.000346
499500,294.12387,293.65,294.15,308.67017,320.39218,2982.7014,0,0,0,0,0.19619535,7274.3247,311.05273,6097.844,0,0,6060.042,312.94232,319.88242,305.68707,3186.3577,4112.5757,300.51257,0,0,0,7.263441e-05,0,0,0,7274.3247,0,283.15,3700,591.6231,0.376,0.5770983,0.000346
500400,294.16315,293.65,294.15,308.8984,320.36993,2931.4702,0,0,0,0,0.19618852,4859.4087,306.78256,5984.1533,0,0,5969.662,312.98593,319.79663,297.79642,2942.9932,3864.3794,300.06387,0.013140558,0,0,7.263441e-05,0,0,0,4859.4087,0.01,286.15,986.6667,941.27155,0.376,0.5180884,0.000346
501300,294.14838,293.65,294.15,309.30853,320.2588,2878.8364,0,0,0,0,0.19618171,4509.435,305.96732,5788.2095,0,0,5863.6,313.19412,319.7818,296.90488,2296.7542,3162.4229,298.7534,0,0,0,7.263441e-05,0,0,0,4509.435,0,283.15,0,1630.5984,0.376,0.5180884,0.000346
502200,294.06384,293.65,294.15,309.72046,320.23666,2800.3923,0,0,0,0,0.1961749,4494.4116,305.21854,5595.685,0,0,5700.548,313.44424,319.8128,296.09543,1739.3518,2530.272,297.55127,0,0,0,7.263441e-05,0,0,0,4494.4116,0,283.15,0,1694.019,0.376,0.5180884,0.000346
503100,293.92722,293.65,294.15,310.1333,320.21454,2711.8604,0,0,0,0,0.1961681,4346.2827,304.5799,5407.6597,0,0,5515.3022,313.70953,319.8641,295.40564,1291.1855,1995.14,296.51605,0,0,0,7.263441e-05,0,0,0,4346.2827,0,283.15,0,1634.4225,0.376,0.5180884,0.000346
504000,293.76126,293.65,294.15,310.54605,320.19238,2619.8857,0,0,0,0,0.19616129,4249.0527,304.05835,5221.0586,0,0,5322.746,313.98056,319.92276,294.83914,945.56854,1557.8823,295.65714,0,0,0,7.263441e-05,0,0,0,4249.0527,0,283.15,0,1629.1671,0.376,0.47727114,0.000346
504900,293.60544,293.65,294.15,310.67773,320.17026,2532.105,0,0,0,0,0.19615448,3351.1338,310.97836,5114.4224,0,0,5139.474,314.1588,319.97964,301.81903,1312.9811,1861.5951,296.238,0.04454847,0,0,7.263441e-05,0,0,0,3351.1338,0,283.15,0,819.02893,0.376,0.47727114,0.000346
505800,293.6442,293.65,294.15,310.1687,320.14816,2567.9783,0,0,0,0,0.19614767,3173.2502,313.14966,5365.293,0,0,5218.5527,313.81363,319.91998,304.76416,2515.795,3135.6458,298.6884,0.00581309,0,0,7.263441e-05,0,0,0,3173.2502,0.017777778,328.15,0,605.2718,0.376,0.47727114,0.000346
506700,293.81134,293.65,294.15,309.83365,317.75513,2645.0237,0,0,0,0,0.19614086,3302.6572,312.8432,5497.984,0,0,5384.666,313.56104,319.81842,305.84952,3092.1084,3826.4473,300.01105,0,0,0,7.263441e-05,0,0,0,3302.6572,0,283.15,0,657.6336,0.376,0.47727114,0.000346
507600,294.00095,293.65,294.15,309.60376,317.7359,2699.8877,0,0,0,0,0.19613405,3350.9226,312.4827,5570.4893,0,0,5503.11,313.4072,319.7471,306.2668,3301.7795,4153.82,300.62103,0,0,0,7.263441e-05,0,0,0,3350.9226,0,283.15,0,651.0347,0.376,0.4396407,0.000346
508500,294.1152,293.65,294.15,308.46347,317.71567,2940.6833,0,0,0,0,0.19612724,3551.7156,310.46317,6026.9014,0,0,6014.299,312.72415,319.5835,305.33472,3107.5632,3992.185,300.34592,0,0,0,7.263441e-05,0,0,0,3551.7156,0.01,286.15,0,611.0323,0.376,0.4396407,0.000346
509400,294.04825,293.65,294.15,307.87778,317.60657,3077.6865,0,0,0,0,0.19612043,3600.3984,309.8433,6309.833,0,0,6306.8003,312.35208,319.53345,304.87094,2995.1318,3832.6812,300.05353,0,0,0,7.263441e-05,0,0,0,3600.3984,0.046666667,297.15,0,522.71173,0.376,0.4396407,0.000346
510300,294.01462,293.65,294.15,307.5628,315.6502,3159.0532,0,0,0,0,0.19611362,3536.6428,309.50278,6475.6475,0,0,6478.7437,312.163,319.53308,304.61743,2932.9304,3744.2776,299.89517,0,0,0,7.263441e-05,0,0,0,3536.6428,0,283.15,0,377.5896,0.376,0.4396407,0.000346
511200,294.00067,291.15,291.65,307.40262,315.6324,1025.147,0,0,0,0,0.1961068,1423.8243,306.90982,6586.8213,0,0,2100,312.08572,319.5823,298.8196,2900.4492,3697.8494,299.8161,2.3506722,0,0,7.263441e-05,0,0,0,1423.8243,0,283.15,0,398.67743,0.316,0.37725398,0.000346
512100,292.615,291.15,291.65,310.13916,315.61374,1317.771,0,0,0,0,0.1961,1767.1802,301.22607,2931.1182,0,0,2927.413,312.00342,315.3394,293.1359,180.04816,245.94833,292.97598,0.9649863,0,0,7.263441e-05,0,0,0,1767.1802,0,283.15,0,449.40915,0.316,0.37725398,0.000346
513000,292.28604,291.15,291.65,311.8471,315.59512,946.626,0,0,0,0,0.19609319,1396.5079,300.86615,2005.6351,0,0,2100,313.06293,315.34558,292.77594,52.237022,-11.730098,292.39078,0.63603514,0,0,7.263441e-05,0,0,0,1396.5079,0,283.15,0,449.88196,0.316,0.37725398,0.000346
513900,292.2181,291.15,291.65,313.1824,315.57654,970.7244,0,0,0,0,0.19608638,1417.5311,300.81448,1906.4478,0,0,2100,314.35208,316.52185,292.72427,40.329273,-36.647343,292.30054,0.5681182,0,0,7.263441e-05,0,0,0,1417.5311,0,283.15,0,446.8067,0.316,0.37725398,0.000346
514800,292.17883,291.15,291.65,314.4963,315.55792,997.98096,0,0,0,0,0.19607957,1395.6705,300.79272,1906.5414,0,0,2100,315.69537,317.86526,292.7025,38.847454,-39.38954,292.25867,0.5288405,0,0,7.263441e-05,0,0,0,1395.6705,0,283.15,0,397.6896,0.316,0.26318082,0.000346
515700,292.1431,291.15,291.65,315.81033,315.53937,1023.77026,0,0,0,0,0.19607276,1383.0431,300.7742,1908.047,0,0,2100,317.0274,319.199,292.684,38.405655,-39.99789,292.22217,0.4930925,0,0,7.263441e-05,0,0,0,1383.0431,0,283.15,0,359.27283,0.316,0.26318082,0.000346
516600,292.10822,291.15,291.65,317.12433,315.52078,1049.0651,0,0,0,0,0.19606595,1335.365,300.75626,1908.9957,0,0,2100,318.35162,320.52432,292.66608,38.09003,-40.400932,292.18677,0.4582254,0,0,7.263441e-05,0,0,0,1335.365,0,283.15,0,286.29993,0.316,0.26318082,0.000346
