Time,sFH_FMU.outputs.outputsDem.T_Air,sFH_FMU.ts_T_inside_min,sFH_FMU.ts_T_inside_max,sFH_FMU.outputs.outputsDist.t_TES,sFH_FMU.outputs.outputsDist.t_DHW,sFH_FMU.outputs.outputsGen.power_HP,sFH_FMU.outputs.outputsGen.power_rod,sFH_FMU.outputs.outputsElec.power_use_PV,sFH_FMU.outputs.outputsElec.power_to_grid_PV,sFH_FMU.outputs.outputsElec.power_to_BAT_PV,sFH_FMU.outputs.outputsElec.soc_BAT,sFH_FMU.outputs.outputsElec.res_elec,sFH_FMU.outputs.outputsTra.T_supply_UFH,sFH_FMU.outputs.outputsDist.ch_TES,sFH_FMU.outputs.outputsDist.ch_DHW,sFH_FMU.outputs.outputsGen.heat_rod,sFH_FMU.outputs.outputsGen.heat_HP,sFH_FMU.outputs.outputsGen.T_return,sFH_FMU.outputs.outputsGen.T_supply,sFH_FMU.outputs.outputsTra.T_return_UFH,sFH_FMU.outputs.outputsTra.Q_conv_UFH,sFH_FMU.outputs.outputsTra.Q_rad_UFH,sFH_FMU.outputs.outputsTra.T_panel_heating1,sFH_FMU.outputs.outputsDem.dT_vio,sFH_FMU.outputs.outputsElec.power_use_BAT,sFH_FMU.outputs.outputsElec.power_to_grid_BAT,sFH_FMU.outputs.outputsElec.power_to_BAT_from_grid,sFH_FMU.outputs.outputsElec.ch_BAT,sFH_FMU.outputs.outputsElec.dch_BAT,sFH_FMU.outputs.outputsElec.power_to_grid,sFH_FMU.outputs.outputsElec.power_from_grid,sFH_FMU.mFlow_DHW,sFH_FMU.TDem_DHW,sFH_FMU.dem_e_mob,sFH_FMU.dem_elec,sFH_FMU.table_HT_NT.y[1],sFH_FMU.table_ts_price_elec.y[1],sFH_FMU.price_el
149400,293.78986,293.65,294.15,305.54932,313.95523,2587.652,0,0,0,0,0.19886331,6888.16,307.26892,5997.8843,0,0,5984.2725,309.8229,316.64923,302.96518,2509.0557,3333.8035,298.82053,0,0,0,7.263441e-05,0,0,0,6888.16,0,283.15,3700,600.5082,0.376,0.09068869,0.000346
150300,293.80823,293.65,294.15,305.54596,313.93784,2557.3093,0,0,0,0,0.19885641,6798.562,307.26056,5950.194,0,0,5938.4854,309.7842,316.55627,302.96643,2504.4268,3329.4063,298.82962,0,0,0,7.263441e-05,0,0,0,6798.562,0,283.15,3700,541.25256,0.376,0.09068869,0.000346
151200,293.82336,293.65,294.15,305.52972,313.92044,2552.5076,0,0,0,0,0.19884951,4306.507,307.23938,5936.2383,0,0,5936.8467,309.7558,316.51196,302.95676,2497.557,3320.8076,298.83102,0,0,0,7.263441e-05,0,0,0,4306.507,0.01,286.15,1233.3334,520.6656,0.376,0.1286568,0.000346
152100,293.85052,293.65,294.15,305.5257,313.81424,2568.0232,0,0,0,0,0.1988426,3248.4463,307.23303,5955.437,0,0,5962.6978,309.76498,316.543,302.95804,2488.8008,3316.5156,298.8406,0,0,0,7.263441e-05,0,0,0,3248.4463,0.003333333,285.15,0,680.42303,0.376,0.1286568,0.000346
153000,293.8663,293.65,294.15,305.5404,313.77725,2587.0657,0,0,0,0,0.1988357,3998.8853,307.2487,5980.1714,0,0,5989.9043,309.79755,316.60373,302.97287,2488.3237,3315.731,298.85544,0,0,0,7.263441e-05,0,0,0,3998.8853,0.003333333,285.15,0,1411.8195,0.376,0.1286568,0.000346
153900,293.88333,293.65,294.15,305.5685,313.74023,2602.682,0,0,0,0,0.1988288,4291.762,307.27914,6000.011,0,0,6008.771,309.84033,316.6691,302.99857,2490.5925,3318.486,298.87698,0,0,0,7.263441e-05,0,0,0,4291.762,0,283.15,0,1689.0803,0.376,0.1286568,0.000346
154800,293.90143,293.65,294.15,305.6007,313.72302,2608.2847,0,0,0,0,0.19882189,4188.5864,307.31357,6006.559,0,0,6010.6094,309.87808,316.71426,303.02774,2491.868,3333.973,298.89767,0,0,0,7.263441e-05,0,0,0,4188.5864,0.01,286.15,0,1580.3019,0.376,0.12861459,0.000346
155700,293.6641,293.65,294.15,305.6048,313.6169,2606.3643,0,0,0,0,0.19881499,4209.6753,307.33176,6007.2236,0,0,6005.611,309.882,316.71893,303.0032,2577.1829,3306.7263,298.83136,0,0,0,7.263441e-05,0,0,0,4209.6753,0,283.15,0,1603.311,0.376,0.12861459,0.000346
156600,293.66516,293.65,294.15,305.5961,313.59982,2602.2651,0,0,0,0,0.19880809,3917.86,307.32266,6003.156,0,0,6000.674,309.87057,316.7029,302.99802,2576.1128,3301.339,298.8303,0,0,0,7.263441e-05,0,0,0,3917.86,0,283.15,0,1315.5948,0.376,0.12861459,0.000346
157500,293.67368,293.65,294.15,305.58966,313.58267,2601.4407,0,0,0,0,0.19880119,3169.4297,307.3143,6001.237,0,0,6001.3066,309.8625,316.69263,302.9948,2572.8208,3297.1455,298.8322,0,0,0,7.263441e-05,0,0,0,3169.4297,0,283.15,0,567.98895,0.376,0.12861459,0.000346
158400,293.68246,293.65,294.15,305.58954,313.56555,2612.0264,0,0,0,0,0.19879428,3191.3506,307.31342,6012.888,0,0,6019.3423,309.86993,316.71332,302.99655,2570.7502,3294.4429,298.83685,0,0,0,7.263441e-05,0,0,0,3191.3506,0,283.15,0,579.32416,0.376,0.114220895,0.000346
159300,293.6918,293.65,294.15,305.602,313.54846,2627.6602,0,0,0,0,0.19878738,3182.686,307.32715,6033.6553,0,0,6041.368,309.8974,316.76443,303.00827,2571.278,3294.827,298.84723,0,0,0,7.263441e-05,0,0,0,3182.686,0,283.15,0,555.026,0.376,0.114220895,0.000346
160200,293.70227,293.65,294.15,305.62387,313.53134,2641.6567,0,0,0,0,0.19878048,2946.4148,307.3513,6051.1143,0,0,6059.1074,309.932,316.81894,303.0277,2573.663,3297.7166,298.8625,0,0,0,7.263441e-05,0,0,0,2946.4148,0.017777778,295.15,0,304.75803,0.376,0.114220895,0.000346
161100,293.7136,293.65,294.15,305.6518,312.88214,2654.547,0,0,0,0,0.19877358,2917.9233,307.38193,6066.0166,0,0,6074.082,309.97073,316.8746,303.05203,2577.1853,3302.2036,298.8809,0,0,0,7.263441e-05,0,0,0,2917.9233,0,283.15,0,263.3762,0.376,0.114220895,0.000346
162000,293.72543,293.65,294.15,305.68298,312.8658,2666.727,0,0,0,0,0.19876668,2970.8547,307.4161,6079.2813,0,0,6087.3433,310.01147,316.93042,303.079,2581.1985,3308.38,298.90076,0,0,0,7.263441e-05,0,0,0,2970.8547,0,283.15,0,304.12787,0.376,0.09742122,0.000346
162900,293.68674,293.65,294.15,305.71146,312.84924,2679.3413,0,0,0,0,0.19875976,3048.5913,307.45016,6093.722,0,0,6101.64,310.05005,316.98544,303.098,2602.5034,3308.3125,298.90482,0,0,0,7.263441e-05,0,0,0,3048.5913,0.01,286.15,0,369.24988,0.376,0.09742122,0.000346
163800,293.696,293.65,294.15,305.74042,312.7438,2691.9336,0,0,0,0,0.19875287,6817.2954,307.48233,6107.8105,0,0,6115.8066,310.08914,317.0406,303.12296,2606.935,3313.1575,298.92294,0,0,0,7.263441e-05,0,0,0,6817.2954,0.046666667,328.15,3700,425.36203,0.376,0.09742122,0.000346
164700,293.666,293.65,294.15,304.29962,308.88757,3202.7832,0,0,0,0,0.19874597,7302.9663,305.8164,6579.9185,0,0,7000,311.3803,318.86905,302.17847,2403.2124,3078.7239,298.48444,0,0,0,7.263441e-05,0,0,0,7302.9663,0,283.15,3700,400.1829,0.376,0.09742122,0.000346
165600,293.33527,291.15,291.65,301.2656,313.36084,3493.0288,0,0,0,0,0.19873907,7563.1973,301.0008,6261.2974,0,0,7000,316.3918,323.5179,296.40338,1789.1647,2277.4377,296.92255,1.68526,0,0,7.263441e-05,0,0,0,7563.1973,0,283.15,3700,370.1684,0.316,0.09769559,0.000346
166500,292.3892,291.15,291.65,301.25882,317.78073,3361.6172,0,0,0,0,0.19873217,7291.627,297.52954,6056.937,0,0,6231.6987,321.2053,328.09885,292.9321,116.81431,152.23138,292.6234,0.7392001,0,0,7.263441e-05,0,0,0,7291.627,0,283.15,3700,230.00958,0.316,0.09769559,0.000346
167400,292.1707,291.15,291.65,301.25098,321.43503,2345.104,0,0,0,0,0.19872527,4812.9414,297.29642,4293.86,0,0,4341.9067,323.86218,328.74915,292.699,34.459713,-10.91508,292.24304,0.5206984,0,0,7.263441e-05,0,0,0,4812.9414,0,283.15,2220,247.8374,0.316,0.09769559,0.000346
168300,292.1191,291.15,291.65,301.2431,323.96408,1575.159,0,0,0,0,0.19871837,1789.2701,297.2598,2913.3396,0,0,2915.3723,325.58725,328.90298,292.66235,26.661444,-26.301262,292.17807,0.46910238,0,0,7.263441e-05,0,0,0,1789.2701,0,283.15,0,214.1111,0.316,0.09769559,0.000346
169200,292.08636,291.15,291.65,301.23526,325.64505,1134.8512,0,0,0,0,0.19871147,1285.6311,297.2418,1976.3573,0,0,2100,326.72144,328.9708,292.64435,25.48384,-28.06517,292.1433,0.43637952,0,0,7.263441e-05,0,0,0,1285.6311,0,283.15,0,150.77985,0.316,0.06949915,0.000346
170100,292.0565,291.15,291.65,301.22742,326.97513,1134.5182,0,0,0,0,0.19870457,1285.964,297.226,1897.6968,0,0,2100,328.09518,330.25497,292.62857,24.864334,-28.483591,292.1123,0.4064764,0,0,7.263441e-05,0,0,0,1285.964,0,283.15,0,151.44589,0.316,0.06949915,0.000346
171000,292.028,291.15,291.65,301.2196,328.2923,1133.6077,0,0,0,0,0.19869767,1213.5116,297.21097,1901.7073,0,0,2100,329.47873,331.6431,292.61353,24.207678,-28.663517,292.0827,0.3780264,0,0,7.263441e-05,0,0,0,1213.5116,0,283.15,0,79.90397,0.316,0.06949915,0.000346
171900,292.0003,291.15,291.65,301.21176,329.61127,1132.786,0,0,0,0,0.19869077,1193.9438,297.19632,1904.9634,0,0,2100,330.83566,333.00375,292.5989,23.595612,-28.752522,292.0539,0.3502913,0,0,7.263441e-05,0,0,0,1193.9438,0,283.15,0,61.15779,0.316,0.06949915,0.000346
172800,291.97253,291.15,291.65,301.20395,330.931,1132.7194,0,0,0,0,0.19868387,1193.4773,297.18185,1906.8632,0,0,2100,332.17657,334.3468,292.5844,23.035131,-28.199406,292.02512,0.32252294,0,0,7.263441e-05,0,0,0,1193.4773,0,283.15,0,60.75786,0.316,0.000654261,0.000346
173700,291.90286,291.15,291.65,301.19614,332.25076,1133.2523,0,0,0,0,0.19867697,1195.075,297.1565,1907.9838,0,0,2100,333.50812,335.67963,292.55905,33.699398,-37.054058,291.9739,0.252854,0,0,7.263441e-05,0,0,0,1195.075,0,283.15,0,61.822662,0.316,0.000654261,0.000346
174600,291.8717,291.15,291.65,301.18832,333.57016,1133.7853,0,0,0,0,0.19867007,1194.4302,297.13956,1908.6674,0,0,2100,334.83408,337.00635,292.54214,32.803375,-38.93261,291.9412,0.22168885,0,0,7.263441e-05,0,0,0,1194.4302,0,283.15,0,60.644848,0.316,0.000654261,0.000346
175500,291.84308,291.15,291.65,304.93936,334.0282,1514.2311,0,0,0,0,0.19866318,1575.8359,297.12473,3865.6082,0,0,3841.601,307.52673,311.92627,292.52728,32.43877,-39.395943,291.912,0.1930839,0,0,7.263441e-05,0,0,0,1575.8359,0,283.15,0,61.604942,0.316,0.000654261,0.000346
176400,291.815,291.15,291.65,307.29074,333.99487,1141.6052,0,0,0,0,0.19865628,1203.1337,297.11023,2828.467,0,0,2867.3357,309.10046,312.3196,292.51282,32.15273,-39.713387,291.8834,0.16499928,0,0,7.263441e-05,0,0,0,1203.1337,0,283.15,0,61.528397,0.316,-2.11e-05,0.000346
177300,291.78723,291.15,291.65,308.97766,333.96158,840.48956,0,0,0,0,0.19864938,902.16876,297.09595,2014.4103,0,0,2100,310.2202,312.51288,292.4985,31.885576,-40.0134,291.8552,0.1372289,0,0,7.263441e-05,0,0,0,902.16876,0,283.15,0,61.679188,0.316,-2.11e-05,0.000346
178200,291.75974,291.15,291.65,310.3176,333.9283,863.83685,0,0,0,0,0.19864248,924.7362,297.0818,1907.2626,0,0,2100,311.49823,313.66895,292.48438,31.630352,-40.30788,291.82724,0.10973276,0,0,7.263441e-05,0,0,0,924.7362,0,283.15,0,60.89936,0.316,-2.11e-05,0.000346
179100,291.73248,291.15,291.65,311.6341,333.89508,890.7008,0,0,0,0,0.19863558,950.6895,297.06778,1906.7623,0,0,2100,312.83905,315.0092,292.47034,31.385487,-40.597637,291.7996,0.08248892,0,0,7.263441e-05,0,0,0,950.6895,0,283.15,0,59.98873,0.316,-2.11e-05,0.000346
180000,291.70547,291.15,291.65,312.95044,333.86188,917.4176,0,0,0,0,0.1986287,977.5989,297.0539,1908.0435,0,0,2100,314.1707,316.3423,292.45648,31.15005,-40.882427,291.7722,0.055478822,0,0,7.263441e-05,0,0,0,977.5989,0,283.15,0,60.18127,0.316,-0.000148,0.000346
180900,291.6792,291.15,291.65,314.26657,333.82867,943.0782,0,0,0,0,0.1986218,1003.1573,297.04025,1908.8693,0,0,2100,315.49554,317.6681,292.44284,30.78275,-41.170918,291.74527,0.029208092,0,0,7.263441e-05,0,0,0,1003.1573,0,283.15,0,60.0791,0.316,-0.000148,0.000346
181800,291.65442,291.15,291.65,315.5822,333.79553,966.48145,0,0,0,0,0.1986149,1028.3727,297.02713,1909.3921,0,0,2100,316.81613,318.98926,292.42972,30.181149,-41.275517,291.71945,0.0044174953,0,0,7.263441e-05,0,0,0,1028.3727,0,283.15,0,61.891273,0.316,-0.000148,0.000346
182700,291.6304,291.15,291.65,316.89722,333.7624,989.11066,0,0,0,0,0.198608,1100.5559,297.0144,1909.7452,0,0,2100,318.13394,320.30746,292.417,29.554482,-41.213615,291.69437,0,0,0,7.263441e-05,0,0,0,1100.5559,0,283.15,0,111.44521,0.316,-0.000148,0.000346
183600,291.60617,291.15,291.65,317.76462,333.72928,0,0,0,0,0,0.1986011,133.80405,297.00177,0,0,0,0,320.06726,321.14993,292.40433,29.08609,-41.126743,291.66934,0,0,0,7.263441e-05,0,0,0,133.80405,0,283.15,0,133.80405,0.316,-0.002216038,0.000346
184500,291.5812,291.15,291.65,317.74396,333.6962,0,0,0,0,0,0.19859421,181.24313,296.9889,0,0,0,0,320.06726,321.14993,292.39148,28.817734,-41.189228,291.6439,0,0,0,7.263441e-05,0,0,0,181.24313,0,283.15,0,181.24313,0.316,-0.002216038,0.000346
185400,291.55594,291.15,291.65,317.72327,333.66315,0,0,0,0,0,0.19858731,223.25429,296.97595,0,0,0,0,320.06726,321.14993,292.3785,28.60371,-41.36202,291.61826,0,0,0,7.263441e-05,0,0,0,223.25429,0,283.15,0,223.25429,0.316,-0.002216038,0.000346
186300,291.5305,291.15,291.65,317.70264,333.63013,0,0,0,0,0,0.19858041,170.7715,296.96295,0,0,0,0,320.06726,321.14993,292.3655,28.451088,-41.587738,291.59256,0,0,0,7.263441e-05,0,0,0,170.7715,0,283.15,0,170.7715,0.316,-0.002216038,0.000346
187200,291.50482,291.15,291.65,317.682,333.5971,0,0,0,0,0,0.19857351,147.36366,296.94992,0,0,0,0,320.06726,321.14993,292.35248,28.362093,-41.86063,291.56674,0,0,0,7.263441e-05,0,0,0,147.36366,0,283.15,0,147.36366,0.316,-0.00211051,0.000346
188100,291.479,291.15,291.65,317.66138,333.56415,0,0,0,0,0,0.19856663,88.16313,296.93683,0,0,0,0,320.06726,321.14993,292.3394,28.319736,-42.180786,291.54083,0,0,0,7.263441e-05,0,0,0,88.16313,0,283.15,0,88.16313,0.316,-0.00211051,0.000346
189000,291.45306,291.15,291.65,317.64078,333.5312,0,0,0,0,0,0.19855973,61.072216,296.92374,0,0,0,0,320.06726,321.14993,292.3263,28.310364,-42.527485,291.51492,0,0,0,7.263441e-05,0,0,0,61.072216,0,283.15,0,61.072216,0.316,-0.00211051,0.000346
189900,291.42697,291.15,291.65,317.6202,333.49826,0,0,0,0,0,0.19855283,62.16782,296.9106,0,0,0,0,320.06726,321.14993,292.31317,28.356428,-42.896214,291.4889,0,0,0,7.263441e-05,0,0,0,62.16782,0,283.15,0,62.16782,0.316,-0.00211051,0.000346
190800,291.40057,291.15,291.65,317.59964,333.46536,0,0,0,0,0,0.19854595,63.32549,296.8974,0,0,0,0,320.06726,321.14993,292.29996,28.478838,-43.30664,291.46268,0,0,0,7.263441e-05,0,0,0,63.32549,0,283.15,0,63.32549,0.316,0.000675365,0.000346
191700,291.3737,291.15,291.65,317.57907,333.4325,0,0,0,0,0,0.19853905,64.20409,296.88403,0,0,0,0,320.06726,321.14993,292.28662,28.695887,-43.778748,291.4362,0,0,0,7.263441e-05,0,0,0,64.20409,0,283.15,0,64.20409,0.316,0.000675365,0.000346
192600,291.34644,291.15,291.65,317.55853,333.39966,0,0,0,0,0,0.19853215,65.617775,296.87054,0,0,0,0,320.06726,321.14993,292.27313,28.974958,-44.318302,291.40942,0,0,0,7.263441e-05,0,0,0,65.617775,0,283.15,0,65.617775,0.316,0.000675365,0.000346
193500,291.3191,291.15,291.65,317.53802,333.36685,0,0,0,0,0,0.19852526,64.96698,296.857,0,0,0,0,320.06726,321.14993,292.25958,29.248024,-44.895443,291.38254,0,0,0,7.263441e-05,0,0,0,64.96698,0,283.15,0,64.96698,0.316,0.000675365,0.000346
194400,291.292,291.15,291.65,317.51752,333.33405,0,0,0,0,0,0.19851837,188.26846,296.84354,0,0,0,0,320.06726,321.14993,292.2461,29.455427,-45.459663,291.3558,0,0,0,7.263441e-05,0,0,0,188.26846,0,283.15,0,188.26846,0.376,0.07924972,0.000346
195300,291.2653,291.15,291.65,317.49704,333.3013,0,0,0,0,0,0.19851148,318.05417,296.83017,0,0,0,0,320.06726,321.14993,292.23276,29.595695,-45.948288,291.32935,0,0,0,7.263441e-05,0,0,0,318.05417,0,283.15,0,318.05417,0.376,0.07924972,0.000346
196200,291.23868,291.15,291.65,317.47656,333.26855,0,0,0,0,0,0.19850458,2435.5999,296.8169,0,0,0,0,320.06726,321.14993,292.21945,29.745579,-46.39134,291.30298,0,0,0,7.263441e-05,0,0,0,2435.5999,0,283.15,0,2435.5999,0.376,0.07924972,0.000346
197100,291.21204,291.15,291.65,317.45612,333.23584,0,0,0,0,0,0.1984977,1407.671,296.80362,0,0,0,0,320.06726,321.14993,292.20618,29.9009,-46.825634,291.2766,0,0,0,7.263441e-05,0,0,0,1407.671,0,283.15,0,1407.671,0.376,0.07924972,0.000346
198000,291.18542,291.15,291.65,317.4357,333.20316,0,0,0,0,0,0.1984908,1392.7963,296.79034,0,0,0,0,320.06726,321.14993,292.1929,32.069057,-58.937866,291.2537,0,0,0,7.263441e-05,0,0,0,1392.7963,0.05666667,300.15,0,1392.7963,0.376,0.18732902,0.000346
198900,291.463,291.15,291.65,317.41528,330.3111,0,0,0,0,0,0.19848391,700.2359,296.83142,0,0,0,0,320.06726,321.14993,292.23398,-8.696182,-24.218636,291.33847,0,0,0,7.263441e-05,0,0,0,700.2359,0,283.15,0,700.2359,0.376,0.18732902,0.000346
199800,291.45978,291.15,291.65,317.39487,330.2822,0,0,0,0,0,0.19847701,2146.1685,296.83453,0,0,0,0,320.06726,321.14993,292.2371,-8.260744,-14.972229,291.34146,0,0,0,7.263441e-05,0,0,0,2146.1685,0.01,286.15,0,2146.1685,0.376,0.18732902,0.000346
200700,291.44183,291.15,291.65,317.37448,330.1632,0,0,0,0,0,0.19847013,2324.2786,296.8272,0,0,0,0,320.06726,321.14993,292.22977,-8.055974,-13.733296,291.32645,0,0,0,7.263441e-05,0,0,0,2324.2786,0,283.15,0,2324.2786,0.376,0.18732902,0.000346
201600,291.42276,293.65,294.15,317.35413,330.13324,0,0,0,0,0,0.19846323,2480.7815,302.34485,0,0,0,0,320.06726,321.14993,291.2915,-7.9684987,-14.15496,291.30862,2.227242,0,0,7.263441e-05,0,0,0,2480.7815,0.01,286.15,0,2480.7815,0.376,0.25944522,0.000346
202500,293.6526,293.65,294.15,310.18808,330.01437,2100.3987,0,0,0,0,0.19845635,3165.9385,312.4832,4521.824,0,0,4448.4697,313.32455,318.47095,306.69818,3628.0051,4808.8237,300.92676,0,0,0,7.263441e-05,0,0,0,3165.9385,0.01,286.15,0,1065.5397,0.376,0.25944522,0.000346
203400,293.49738,293.65,294.15,308.31696,329.89563,2543.0476,0,0,0,0,0.19844945,2954.4966,310.37378,5430.4155,0,0,5418.613,312.1239,318.30438,305.0622,3182.7954,4234.9204,299.8789,0.15262331,0,0,7.263441e-05,0,0,0,2954.4966,0.01,286.15,0,411.44904,0.376,0.25944522,0.000346
204300,293.39078,293.65,294.15,307.29498,329.777,2774.5527,0,56.644073,0,0,0.19844256,5027.979,309.2673,5941.924,0,0,5939.351,311.4933,318.25592,304.24136,2981.0916,3950.0159,299.36792,0.25921628,0,0,7.263441e-05,0,0,0,4971.335,0.01,286.15,0,2253.4265,0.376,0.25944522,0.000346
205200,293.35266,293.65,294.15,306.75452,329.65845,2915.1108,0,193.43839,0,0,0.19843566,5471.281,308.68207,6239.621,0,0,6250.93,311.17825,318.2797,303.8106,2869.3872,3795.1091,299.10583,0.29733098,0,0,7.263441e-05,0,0,0,5277.8423,0.01,286.15,0,2556.17,0.376,0.23251508,0.000346
206100,293.29208,293.65,294.15,306.4871,329.54,3010.4314,0,343.5697,0,0,0.19842878,7213.9146,308.39594,6430.4585,0,0,6444.8237,311.05505,318.3737,303.59448,2831.1055,3705.4246,298.96848,0.35792583,0,0,7.263441e-05,0,0,0,6870.3447,0,283.15,0,4203.4834,0.376,0.23251508,0.000346
207000,293.30826,293.65,294.15,306.37497,329.51056,3067.0876,0,431.90805,0,0,0.1984219,5794.1245,308.2744,6539.507,0,0,6551.928,311.026,318.46878,303.51038,2802.1003,3666.0156,298.92648,0.3417526,0,0,7.263441e-05,0,0,0,5362.217,0.01,286.15,0,2727.037,0.376,0.23251508,0.000346
207900,293.3281,293.65,294.15,306.34302,329.3922,3093.792,0,462.56754,0,0,0.198415,4184.3345,308.23907,6592.0464,0,0,6598.8335,311.03485,318.53738,303.48972,2790.2532,3650.1199,298.92258,0.32191694,0,0,7.263441e-05,0,0,0,3721.767,0,283.15,0,1090.5425,0.376,0.23251508,0.000346
208800,293.35034,293.65,294.15,306.3424,329.36288,3092.7925,0,486.9582,0,0,0.19840811,5011.491,308.23654,6600.4683,0,0,6598.013,311.04257,318.55472,303.4943,2785.1453,3643.4595,298.9346,0.2996494,0,0,7.263441e-05,0,0,0,4524.5327,0,283.15,0,1918.6986,0.376,0.19707958,0.000346
209700,293.37357,293.65,294.15,306.34323,329.33356,3070.315,0,503.72046,0,0,0.19840123,3512.985,308.23376,6575.2715,0,0,6565.5435,311.02652,318.50998,303.5002,2780.361,3637.8984,298.94824,0.27643147,0,0,7.263441e-05,0,0,0,3009.2646,0,283.15,0,442.67023,0.376,0.19707958,0.000346
210600,293.3967,293.65,294.15,306.33252,329.30423,3040.6348,0,511.73123,0,0,0.19839433,3287.7974,308.2173,6537.6685,0,0,6524.7773,310.98907,318.42972,303.49695,2773.1118,3629.4346,298.95682,0.25330824,0,0,7.263441e-05,0,0,0,2776.0662,0.003333333,285.15,0,247.16273,0.376,0.19707958,0.000346
211500,293.41937,293.65,294.15,306.31027,329.2552,3013.758,0,515.02673,0,0,0.19838744,3260.1362,308.18787,6502.2524,0,0,6490.2744,310.94107,318.34143,303.48447,2763.3545,3617.8896,298.95993,0.23062027,0,0,7.263441e-05,0,0,0,2745.1094,0,283.15,0,246.37819,0.376,0.19707958,0.000346
212400,293.44083,293.65,294.15,306.28418,329.22595,2997.9414,0,517.93616,0,0,0.19838056,3220.3828,308.15475,6480.0913,0,0,6473.0327,310.89832,318.27347,303.46863,2752.926,3605.2603,298.96048,0.209163,0,0,7.263441e-05,0,0,0,2702.4468,0,283.15,0,222.44136,0.376,0.19148673,0.000346
213300,293.46155,293.65,294.15,306.26318,329.19672,2992.0066,0,519.753,0,0,0.19837368,3148.6685,308.1282,6472.2676,0,0,6468.572,310.87146,318.2377,303.45663,2743.7114,3593.834,298.9627,0.1884573,0,0,7.263441e-05,0,0,0,2628.9155,0,283.15,0,156.66185,0.376,0.19148673,0.000346
214200,293.48236,293.65,294.15,306.25055,329.1675,2988.1116,0,519.68243,0,0,0.19836678,4790.356,308.1113,6467.6978,0,0,6465.108,310.8557,318.21677,303.4513,2736.3125,3584.6387,298.96872,0.16763361,0,0,7.263441e-05,0,0,0,4270.6733,0.01,286.15,0,1802.2443,0.376,0.19148673,0.000346
215100,293.5036,293.65,294.15,306.24423,329.04947,2981.4026,0,517.5835,0,0,0.19835989,6085.4966,308.1013,6459.716,0,0,6455.9907,310.8441,318.196,303.45096,2730.2227,3577.2173,298.97772,0.14639765,0,0,7.263441e-05,0,0,0,5567.913,0.01,286.15,0,3104.094,0.376,0.19148673,0.000346
216000,293.52512,293.65,294.15,306.23883,328.9315,2967.5457,0,513.6875,0,0,0.198353,4645.1206,308.09198,6442.8237,0,0,6435.7695,310.82718,318.1599,303.45148,2724.5176,3569.025,298.9878,0.124888085,0,0,7.263441e-05,0,0,0,4131.433,0,283.15,0,1677.5748,0.376,0.17384285,0.000346
216900,293.6106,293.65,294.15,306.23492,328.90253,2949.0723,0,507.78668,0,0,0.19834612,3250.2075,308.08014,6417.132,0,0,6409.5576,310.8052,318.10867,303.4606,2696.5134,3568.654,299.01715,0.039405573,0,0,7.263441e-05,0,0,0,2742.421,0,283.15,0,301.1352,0.376,0.17384285,0.000346
217800,293.63483,293.65,294.15,306.22757,328.87357,2930.9294,0,499.69077,0,0,0.19833924,3138.1797,308.06754,6392.2246,0,0,6384.3403,310.7799,318.05505,303.45978,2689.3386,3561.381,299.027,0.015160058,0,0,7.263441e-05,0,0,0,2638.4888,0,283.15,0,207.25024,0.376,0.17384285,0.000346
218700,293.6561,293.65,294.15,306.21518,328.8446,2913.7275,0,487.99893,0,0,0.19833234,3189.0396,308.04996,6369.252,0,0,6361.2505,310.751,318,303.45465,2681.9814,3552.7288,299.0335,0,0,0,7.263441e-05,0,0,0,2701.0405,0.008888889,328.15,0,275.31192,0.376,0.17384285,0.000346
219600,293.67618,293.65,294.15,306.19965,327.6302,2897.2295,0,469.79837,0,0,0.19832546,3242.4124,308.02908,6347.6865,0,0,6339.6577,310.72003,317.9445,303.44687,2674.2676,3542.991,299.03812,0,0,0,7.263441e-05,0,0,0,2772.614,0,283.15,0,345.18274,0.376,0.17074041,0.000346
220500,293.70853,293.65,294.15,306.18344,327.60278,2880.9907,0,442.59406,0,0,0.19831857,4138.763,308.0068,6326.5107,0,0,6318.519,310.68878,317.8891,303.43994,2661.9438,3534.9365,299.04578,0,0,0,7.263441e-05,0,0,0,3696.1692,0,283.15,0,1257.7725,0.376,0.17074041,0.000346
221400,293.7272,293.65,294.15,306.16617,327.57486,2865.0513,0,403.87088,0,0,0.19831169,5783.9805,307.9841,6305.9517,0,0,6297.9453,310.65677,317.83374,303.43042,2654.0671,3525.553,299.04865,0,0,0,7.263441e-05,0,0,0,5380.11,0,283.15,0,2918.9294,0.376,0.17074041,0.000346
222300,293.7442,293.65,294.15,306.1475,327.547,2849.4841,0,357.1832,0,0,0.1983048,5485.477,307.96014,6286.11,0,0,6278.105,310.62393,317.77832,303.41956,2646.3357,3515.979,299.05014,0,0,0,7.263441e-05,0,0,0,5128.294,0,283.15,0,2635.993,0.376,0.17074041,0.000346
223200,293.76038,293.65,294.15,306.1279,327.51913,2834.2031,0,308.65686,0,0,0.19829792,5005.503,307.93524,6266.7964,0,0,6258.8022,310.59055,317.72293,303.40778,2638.402,3507.527,299.0504,0,0,0,7.263441e-05,0,0,0,4696.846,0,283.15,0,2171.3,0.376,0.17093036,0.000346
