Time,sFH_FMU_UFH.mFlow_DHW,sFH_FMU_UFH.TDem_DHW
26721000,283.15,0
26721900,283.15,0
26722800,300.15,0.056666667
26723700,283.15,0
26724600,286.15,0.01
26725500,283.15,0
26726400,286.15,0.01
26727300,286.15,0.01
26728200,286.15,0.01
26729100,286.15,0.01
26730000,286.15,0.01
26730900,283.15,0
26731800,286.15,0.01
26732700,283.15,0
26733600,283.15,0
26734500,283.15,0
26735400,285.15,0.003333333
26736300,283.15,0
26737200,283.15,0
26738100,283.15,0
26739000,286.15,0.01
26739900,286.15,0.01
26740800,283.15,0
26741700,283.15,0
26742600,283.15,0
26743500,289.15,0.008888889
26744400,283.15,0
26745300,283.15,0
26746200,283.15,0
26747100,283.15,0
26748000,283.15,0
26748900,283.15,0
26749800,305,0.01
26750700,283.15,0
26751600,283.15,0
26752500,283.15,0
26753400,286.15,0.01
26754300,283.15,0
26755200,283.15,0
26756100,283.15,0
26757000,286.15,0.01
26757900,283.15,0
26758800,283.15,0
26759700,283.15,0
26760600,283.15,0
26761500,283.15,0
26762400,286.15,0.01
26763300,285.15,0.003333333
26764200,285.15,0.003333333
26765100,283.15,0
26766000,286.15,0.01
26766900,283.15,0
26767800,283.15,0
26768700,283.15,0
26769600,283.15,0
26770500,283.15,0
26771400,295.15,0.017777779
26772300,283.15,0
26773200,283.15,0
26774100,286.15,0.01
26775000,328.15,0.046666667
26775900,283.15,0
26776800,283.15,0
26777700,283.15,0
26778600,283.15,0
26779500,283.15,0
26780400,283.15,0
26781300,283.15,0
26782200,283.15,0
26783100,283.15,0
26784000,283.15,0
26784900,283.15,0
26785800,283.15,0
26786700,283.15,0
26787600,283.15,0
26788500,283.15,0
26789400,283.15,0
26790300,283.15,0
26791200,283.15,0
26792100,283.15,0
26793000,283.15,0
26793900,283.15,0
26794800,283.15,0
26795700,283.15,0
26796600,283.15,0
26797500,283.15,0
26798400,283.15,0
26799300,283.15,0
26800200,283.15,0
26801100,283.15,0
26802000,283.15,0
26802900,283.15,0
26803800,283.15,0
26804700,283.15,0
26805600,283.15,0
26806500,283.15,0
26807400,283.15,0
26808300,283.15,0
26809200,300.15,0.056666667
26810100,283.15,0
26811000,286.15,0.01
26811900,283.15,0
26812800,286.15,0.01
26813700,286.15,0.01
26814600,286.15,0.01
26815500,286.15,0.01
26816400,286.15,0.01
26817300,283.15,0
26818200,286.15,0.01
26819100,283.15,0
26820000,283.15,0
26820900,283.15,0
26821800,285.15,0.003333333
26822700,283.15,0
26823600,283.15,0
26824500,283.15,0
26825400,286.15,0.01
26826300,286.15,0.01
26827200,283.15,0
26828100,283.15,0
26829000,283.15,0
26829900,328.15,0.008888889
26830800,283.15,0
26831700,283.15,0
26832600,283.15,0
26833500,283.15,0
26834400,283.15,0
26835300,283.15,0
26836200,286.15,0.01
26837100,283.15,0
26838000,283.15,0
26838900,283.15,0
26839800,286.15,0.01
26840700,283.15,0
26841600,283.15,0
26842500,283.15,0
26843400,286.15,0.01
26844300,283.15,0
26845200,283.15,0
26846100,283.15,0
26847000,283.15,0
26847900,283.15,0
26848800,286.15,0.01
26849700,285.15,0.003333333
26850600,318.15,0.003333333
26851500,283.15,0
26852400,286.15,0.01
26853300,283.15,0
26854200,283.15,0
26855100,283.15,0
26856000,283.15,0
26856900,283.15,0
26857800,328.15,0.017777779
26858700,283.15,0
26859600,283.15,0
26860500,286.15,0.01
26861400,297.15,0.046666667
26862300,283.15,0
26863200,283.15,0
26864100,283.15,0
26865000,283.15,0
26865900,283.15,0
26866800,283.15,0
26867700,283.15,0
26868600,283.15,0
26869500,283.15,0
26870400,283.15,0
26871300,283.15,0
26872200,283.15,0
26873100,283.15,0
26874000,283.15,0
26874900,283.15,0
26875800,283.15,0
26876700,283.15,0
26877600,283.15,0
26878500,283.15,0
26879400,283.15,0
26880300,283.15,0
26881200,283.15,0
26882100,283.15,0
26883000,283.15,0
26883900,283.15,0
26884800,283.15,0
26885700,283.15,0
26886600,283.15,0
26887500,283.15,0
26888400,283.15,0
26889300,283.15,0
26890200,283.15,0
26891100,283.15,0
26892000,283.15,0
26892900,283.15,0
26893800,283.15,0
26894700,283.15,0
26895600,300.15,0.056666667
26896500,283.15,0
26897400,286.15,0.01
26898300,283.15,0
26899200,286.15,0.01
26900100,286.15,0.01
26901000,286.15,0.01
26901900,286.15,0.01
26902800,286.15,0.01
26903700,283.15,0
26904600,286.15,0.01
26905500,283.15,0
26906400,283.15,0
26907300,283.15,0
26908200,285.15,0.003333333
26909100,283.15,0
26910000,283.15,0
26910900,283.15,0
26911800,286.15,0.01
26912700,286.15,0.01
26913600,283.15,0
26914500,283.15,0
26915400,283.15,0
26916300,289.15,0.008888889
26917200,283.15,0
26918100,283.15,0
26919000,283.15,0
26919900,283.15,0
26920800,283.15,0
26921700,283.15,0
26922600,286.15,0.01
26923500,283.15,0
26924400,283.15,0
26925300,283.15,0
26926200,286.15,0.01
26927100,283.15,0
26928000,283.15,0
26928900,283.15,0
26929800,286.15,0.01
26930700,283.15,0
26931600,283.15,0
26932500,283.15,0
26933400,283.15,0
26934300,283.15,0
26935200,286.15,0.01
26936100,285.15,0.003333333
26937000,285.15,0.003333333
26937900,283.15,0
26938800,286.15,0.01
26939700,283.15,0
26940600,283.15,0
26941500,283.15,0
26942400,283.15,0
26943300,283.15,0
26944200,295.15,0.017777779
26945100,283.15,0
26946000,283.15,0
26946900,286.15,0.01
26947800,297.15,0.046666667
26948700,283.15,0
26949600,283.15,0
26950500,283.15,0
26951400,283.15,0
26952300,283.15,0
26953200,283.15,0
26954100,283.15,0
26955000,283.15,0
26955900,283.15,0
26956800,283.15,0
26957700,283.15,0
26958600,283.15,0
26959500,283.15,0
26960400,283.15,0
26961300,283.15,0
26962200,283.15,0
26963100,283.15,0
26964000,283.15,0
26964900,283.15,0
26965800,283.15,0
26966700,283.15,0
26967600,283.15,0
26968500,283.15,0
26969400,283.15,0
26970300,283.15,0
26971200,283.15,0
26972100,283.15,0
26973000,283.15,0
26973900,283.15,0
26974800,283.15,0
26975700,283.15,0
26976600,283.15,0
26977500,283.15,0
26978400,283.15,0
26979300,283.15,0
26980200,283.15,0
26981100,283.15,0
26982000,300.15,0.056666667
26982900,283.15,0
26983800,286.15,0.01
26984700,283.15,0
26985600,286.15,0.01
26986500,286.15,0.01
26987400,286.15,0.01
26988300,286.15,0.01
26989200,286.15,0.01
26990100,283.15,0
26991000,286.15,0.01
26991900,283.15,0
26992800,283.15,0
26993700,283.15,0
26994600,285.15,0.003333333
26995500,283.15,0
26996400,283.15,0
26997300,283.15,0
26998200,286.15,0.01
26999100,328.15,0.01
27000000,283.15,0
27000900,283.15,0
27001800,283.15,0
27002700,289.15,0.008888889
27003600,283.15,0
27004500,283.15,0
27005400,283.15,0
27006300,283.15,0
27007200,283.15,0
27008100,283.15,0
27009000,286.15,0.01
27009900,283.15,0
27010800,283.15,0
27011700,283.15,0
27012600,286.15,0.01
27013500,283.15,0
27014400,283.15,0
27015300,283.15,0
27016200,286.15,0.01
27017100,283.15,0
27018000,283.15,0
27018900,283.15,0
27019800,283.15,0
27020700,283.15,0
27021600,286.15,0.01
27022500,285.15,0.003333333
27023400,285.15,0.003333333
27024300,283.15,0
27025200,286.15,0.01
27026100,283.15,0
27027000,283.15,0
27027900,283.15,0
27028800,283.15,0
27029700,283.15,0
27030600,295.15,0.017777779
27031500,283.15,0
27032400,283.15,0
27033300,286.15,0.01
27034200,297.15,0.046666667
27035100,283.15,0
27036000,283.15,0
27036900,283.15,0
27037800,283.15,0
27038700,283.15,0
27039600,283.15,0
27040500,283.15,0
27041400,283.15,0
27042300,283.15,0
27043200,283.15,0
27044100,283.15,0
27045000,283.15,0
27045900,283.15,0
27046800,283.15,0
27047700,283.15,0
27048600,283.15,0
27049500,283.15,0
27050400,283.15,0
27051300,283.15,0
27052200,283.15,0
27053100,283.15,0
27054000,283.15,0
27054900,283.15,0
27055800,283.15,0
27056700,283.15,0
27057600,283.15,0
27058500,283.15,0
27059400,283.15,0
27060300,283.15,0
27061200,283.15,0
27062100,283.15,0
27063000,283.15,0
27063900,283.15,0
27064800,283.15,0
27065700,283.15,0
27066600,283.15,0
27067500,283.15,0
27068400,300.15,0.056666667
27069300,283.15,0
27070200,286.15,0.01
27071100,283.15,0
27072000,286.15,0.01
27072900,286.15,0.01
27073800,286.15,0.01
27074700,286.15,0.01
27075600,286.15,0.01
27076500,283.15,0
27077400,286.15,0.01
27078300,283.15,0
27079200,283.15,0
27080100,283.15,0
27081000,285.15,0.003333333
27081900,283.15,0
27082800,283.15,0
27083700,283.15,0
27084600,286.15,0.01
27085500,328.15,0.01
27086400,312.15,0
27087300,328.15,0
27088200,283.15,0
27089100,289.15,0.008888889
27090000,283.15,0
27090900,283.15,0
27091800,283.15,0
27092700,283.15,0
27093600,283.15,0
27094500,283.15,0
27095400,286.15,0.01
27096300,283.15,0
27097200,283.15,0
27098100,283.15,0
27099000,286.15,0.01
27099900,283.15,0
27100800,283.15,0
27101700,283.15,0
27102600,286.15,0.01
27103500,283.15,0
27104400,283.15,0
27105300,283.15,0
27106200,283.15,0
27107100,283.15,0
27108000,286.15,0.01
27108900,285.15,0.003333333
27109800,285.15,0.003333333
27110700,283.15,0
27111600,286.15,0.01
27112500,283.15,0
27113400,283.15,0
27114300,283.15,0
27115200,283.15,0
27116100,283.15,0
27117000,328.15,0.017777779
27117900,283.15,0
27118800,283.15,0
27119700,286.15,0.01
27120600,297.15,0.046666667
27121500,283.15,0
27122400,283.15,0
27123300,283.15,0
27124200,283.15,0
27125100,283.15,0
27126000,283.15,0
27126900,283.15,0
27127800,283.15,0
27128700,283.15,0
27129600,283.15,0
27130500,283.15,0
27131400,283.15,0
27132300,283.15,0
27133200,283.15,0
27134100,283.15,0
27135000,283.15,0
27135900,283.15,0
27136800,283.15,0
27137700,283.15,0
27138600,283.15,0
27139500,283.15,0
27140400,283.15,0
27141300,283.15,0
27142200,283.15,0
27143100,283.15,0
27144000,283.15,0
27144900,283.15,0
27145800,283.15,0
27146700,283.15,0
27147600,283.15,0
27148500,283.15,0
27149400,283.15,0
27150300,283.15,0
27151200,283.15,0
27152100,283.15,0
27153000,283.15,0
27153900,283.15,0
27154800,300.15,0.056666667
27155700,283.15,0
27156600,286.15,0.01
27157500,283.15,0
27158400,286.15,0.01
27159300,286.15,0.01
27160200,286.15,0.01
27161100,286.15,0.01
27162000,286.15,0.01
27162900,283.15,0
27163800,286.15,0.01
27164700,283.15,0
27165600,283.15,0
27166500,283.15,0
27167400,285.15,0.003333333
27168300,283.15,0
27169200,283.15,0
27170100,283.15,0
27171000,286.15,0.01
27171900,286.15,0.01
27172800,283.15,0
27173700,283.15,0
27174600,283.15,0
27175500,328.15,0.008888889
27176400,283.15,0
27177300,283.15,0
27178200,283.15,0
27179100,283.15,0
27180000,283.15,0
27180900,283.15,0
27181800,286.15,0.01
27182700,283.15,0
27183600,283.15,0
27184500,283.15,0
27185400,286.15,0.01
27186300,283.15,0
27187200,283.15,0
27188100,283.15,0
27189000,286.15,0.01
27189900,283.15,0
27190800,283.15,0
27191700,283.15,0
27192600,283.15,0
27193500,283.15,0
27194400,295,0.01
27195300,285.15,0.003333333
27196200,285.15,0.003333333
27197100,283.15,0
27198000,286.15,0.01
27198900,283.15,0
27199800,283.15,0
27200700,283.15,0
27201600,283.15,0
27202500,283.15,0
27203400,295.15,0.017777779
27204300,283.15,0
27205200,283.15,0
27206100,286.15,0.01
27207000,297.15,0.046666667
27207900,283.15,0
27208800,283.15,0
27209700,283.15,0
27210600,283.15,0
27211500,283.15,0
27212400,283.15,0
27213300,283.15,0
27214200,283.15,0
27215100,283.15,0
27216000,283.15,0
27216900,283.15,0
27217800,283.15,0
27218700,283.15,0
27219600,283.15,0
27220500,283.15,0
27221400,283.15,0
27222300,283.15,0
27223200,283.15,0
27224100,283.15,0
27225000,283.15,0
27225900,283.15,0
27226800,283.15,0
27227700,283.15,0
27228600,283.15,0
27229500,283.15,0
27230400,283.15,0
27231300,283.15,0
27232200,283.15,0
27233100,283.15,0
27234000,283.15,0
27234900,283.15,0
27235800,283.15,0
27236700,283.15,0
27237600,283.15,0
27238500,283.15,0
27239400,283.15,0
27240300,283.15,0
27241200,328.15,0.056666667
27242100,283.15,0
27243000,286.15,0.01
27243900,283.15,0
27244800,286.15,0.01
27245700,286.15,0.01
27246600,286.15,0.01
27247500,286.15,0.01
27248400,286.15,0.01
27249300,283.15,0
27250200,286.15,0.01
27251100,283.15,0
27252000,283.15,0
27252900,283.15,0
27253800,285.15,0.003333333
27254700,283.15,0
27255600,283.15,0
27256500,283.15,0
27257400,286.15,0.01
27258300,286.15,0.01
27259200,283.15,0
27260100,283.15,0
27261000,283.15,0
27261900,289.15,0.008888889
27262800,283.15,0
27263700,283.15,0
27264600,283.15,0
27265500,283.15,0
27266400,283.15,0
27267300,283.15,0
27268200,286.15,0.01
27269100,283.15,0
27270000,283.15,0
27270900,283.15,0
27271800,286.15,0.01
27272700,283.15,0
27273600,283.15,0
27274500,283.15,0
27275400,286.15,0.01
27276300,283.15,0
27277200,283.15,0
27278100,283.15,0
27279000,283.15,0
27279900,283.15,0
27280800,292,0.01
27281700,285.15,0.003333333
27282600,285.15,0.003333333
27283500,283.15,0
27284400,286.15,0.01
27285300,283.15,0
27286200,283.15,0
27287100,283.15,0
27288000,283.15,0
27288900,283.15,0
27289800,295.15,0.017777779
27290700,283.15,0
27291600,283.15,0
27292500,286.15,0.01
27293400,297.15,0.046666667
27294300,283.15,0
27295200,283.15,0
27296100,283.15,0
27297000,283.15,0
27297900,283.15,0
27298800,283.15,0
27299700,283.15,0
27300600,283.15,0
27301500,283.15,0
27302400,283.15,0
27303300,283.15,0
27304200,283.15,0
27305100,283.15,0
27306000,283.15,0
27306900,283.15,0
27307800,283.15,0
27308700,283.15,0
27309600,283.15,0
27310500,283.15,0
27311400,283.15,0
27312300,283.15,0
27313200,283.15,0
27314100,283.15,0
27315000,283.15,0
27315900,283.15,0
27316800,283.15,0
27317700,283.15,0
27318600,283.15,0
27319500,283.15,0
27320400,283.15,0
27321300,283.15,0
27322200,283.15,0
27323100,283.15,0
27324000,283.15,0
27324900,283.15,0
27325800,283.15,0
27326700,283.15,0
27327600,300.15,0.056666667
27328500,283.15,0
27329400,286.15,0.01
27330300,283.15,0
27331200,286.15,0.01
27332100,286.15,0.01
27333000,286.15,0.01
27333900,286.15,0.01
27334800,286.15,0.01
27335700,283.15,0
27336600,286.15,0.01
27337500,283.15,0
27338400,283.15,0
27339300,283.15,0
27340200,285.15,0.003333333
27341100,283.15,0
27342000,283.15,0
27342900,283.15,0
27343800,286.15,0.01
27344700,286.15,0.01
27345600,283.15,0
27346500,283.15,0
27347400,283.15,0
27348300,289.15,0.008888889
27349200,283.15,0
27350100,283.15,0
27351000,283.15,0
27351900,283.15,0
27352800,283.15,0
27353700,283.15,0
27354600,305,0.01
27355500,283.15,0
27356400,283.15,0
27357300,283.15,0
27358200,286.15,0.01
27359100,283.15,0
27360000,283.15,0
27360900,283.15,0
27361800,286.15,0.01
27362700,283.15,0
27363600,283.15,0
27364500,283.15,0
27365400,283.15,0
27366300,283.15,0
27367200,286.15,0.01
27368100,285.15,0.003333333
27369000,285.15,0.003333333
27369900,283.15,0
27370800,286.15,0.01
27371700,283.15,0
27372600,283.15,0
27373500,283.15,0
27374400,283.15,0
27375300,283.15,0
27376200,295.15,0.017777779
27377100,283.15,0
27378000,283.15,0
27378900,286.15,0.01
27379800,328.15,0.046666667
27380700,283.15,0
27381600,283.15,0
27382500,283.15,0
27383400,283.15,0
27384300,283.15,0
27385200,283.15,0
27386100,283.15,0
27387000,283.15,0
27387900,283.15,0
27388800,283.15,0
27389700,283.15,0
27390600,283.15,0
27391500,283.15,0
27392400,283.15,0
27393300,283.15,0
27394200,283.15,0
27395100,283.15,0
27396000,283.15,0
27396900,283.15,0
27397800,283.15,0
27398700,283.15,0
27399600,283.15,0
27400500,283.15,0
27401400,283.15,0
27402300,283.15,0
27403200,283.15,0
27404100,283.15,0
27405000,283.15,0
27405900,283.15,0
27406800,283.15,0
27407700,283.15,0
27408600,283.15,0
27409500,283.15,0
27410400,283.15,0
27411300,283.15,0
27412200,283.15,0
27413100,283.15,0
27414000,300.15,0.056666667
27414900,283.15,0
27415800,286.15,0.01
27416700,283.15,0
27417600,286.15,0.01
27418500,286.15,0.01
27419400,286.15,0.01
27420300,286.15,0.01
27421200,286.15,0.01
27422100,283.15,0
27423000,286.15,0.01
27423900,283.15,0
27424800,283.15,0
27425700,283.15,0
27426600,285.15,0.003333333
27427500,283.15,0
27428400,283.15,0
27429300,283.15,0
27430200,286.15,0.01
27431100,286.15,0.01
27432000,283.15,0
27432900,283.15,0
27433800,283.15,0
27434700,328.15,0.008888889
27435600,283.15,0
27436500,283.15,0
27437400,283.15,0
27438300,283.15,0
27439200,283.15,0
27440100,283.15,0
27441000,286.15,0.01
27441900,283.15,0
27442800,283.15,0
27443700,283.15,0
27444600,286.15,0.01
27445500,283.15,0
27446400,283.15,0
27447300,283.15,0
27448200,286.15,0.01
27449100,283.15,0
27450000,283.15,0
27450900,283.15,0
27451800,283.15,0
27452700,283.15,0
27453600,286.15,0.01
27454500,285.15,0.003333333
27455400,318.15,0.003333333
27456300,283.15,0
27457200,286.15,0.01
27458100,283.15,0
27459000,283.15,0
27459900,283.15,0
27460800,283.15,0
27461700,283.15,0
27462600,328.15,0.017777779
27463500,283.15,0
27464400,283.15,0
27465300,286.15,0.01
27466200,297.15,0.046666667
27467100,283.15,0
27468000,283.15,0
27468900,283.15,0
27469800,283.15,0
27470700,283.15,0
27471600,283.15,0
27472500,283.15,0
27473400,283.15,0
27474300,283.15,0
27475200,283.15,0
27476100,283.15,0
27477000,283.15,0
27477900,283.15,0
27478800,283.15,0
27479700,283.15,0
27480600,283.15,0
27481500,283.15,0
27482400,283.15,0
27483300,283.15,0
27484200,283.15,0
27485100,283.15,0
27486000,283.15,0
27486900,283.15,0
27487800,283.15,0
27488700,283.15,0
27489600,283.15,0
27490500,283.15,0
27491400,283.15,0
27492300,283.15,0
27493200,283.15,0
27494100,283.15,0
27495000,283.15,0
27495900,283.15,0
27496800,283.15,0
27497700,283.15,0
27498600,283.15,0
27499500,283.15,0
27500400,300.15,0.056666667
27501300,283.15,0
27502200,286.15,0.01
27503100,283.15,0
27504000,286.15,0.01
27504900,286.15,0.01
27505800,286.15,0.01
27506700,286.15,0.01
27507600,286.15,0.01
27508500,283.15,0
27509400,286.15,0.01
27510300,283.15,0
27511200,283.15,0
27512100,283.15,0
27513000,285.15,0.003333333
27513900,283.15,0
27514800,283.15,0
27515700,283.15,0
27516600,286.15,0.01
27517500,286.15,0.01
27518400,283.15,0
27519300,283.15,0
27520200,283.15,0
27521100,289.15,0.008888889
27522000,283.15,0
27522900,283.15,0
27523800,283.15,0
27524700,283.15,0
27525600,283.15,0
27526500,283.15,0
27527400,286.15,0.01
27528300,283.15,0
27529200,283.15,0
27530100,283.15,0
27531000,286.15,0.01
27531900,283.15,0
27532800,283.15,0
27533700,283.15,0
27534600,286.15,0.01
27535500,283.15,0
27536400,283.15,0
27537300,283.15,0
27538200,283.15,0
27539100,283.15,0
27540000,286.15,0.01
27540900,285.15,0.003333333
27541800,285.15,0.003333333
27542700,283.15,0
27543600,286.15,0.01
27544500,283.15,0
27545400,283.15,0
27546300,283.15,0
27547200,283.15,0
27548100,283.15,0
27549000,295.15,0.017777779
27549900,283.15,0
27550800,283.15,0
27551700,286.15,0.01
27552600,297.15,0.046666667
27553500,283.15,0
27554400,283.15,0
27555300,283.15,0
27556200,283.15,0
27557100,283.15,0
27558000,283.15,0
27558900,283.15,0
27559800,283.15,0
27560700,283.15,0
27561600,283.15,0
27562500,283.15,0
27563400,283.15,0
27564300,283.15,0
27565200,283.15,0
27566100,283.15,0
27567000,283.15,0
27567900,283.15,0
27568800,283.15,0
27569700,283.15,0
27570600,283.15,0
27571500,283.15,0
27572400,283.15,0
27573300,283.15,0
27574200,283.15,0
27575100,283.15,0
27576000,283.15,0
27576900,283.15,0
27577800,283.15,0
27578700,283.15,0
27579600,283.15,0
27580500,283.15,0
27581400,283.15,0
27582300,283.15,0
27583200,283.15,0
27584100,283.15,0
27585000,283.15,0
27585900,283.15,0
27586800,300.15,0.056666667
27587700,283.15,0
27588600,286.15,0.01
27589500,283.15,0
27590400,286.15,0.01
27591300,286.15,0.01
27592200,286.15,0.01
27593100,286.15,0.01
27594000,286.15,0.01
27594900,283.15,0
27595800,286.15,0.01
27596700,283.15,0
27597600,283.15,0
27598500,283.15,0
27599400,285.15,0.003333333
27600300,283.15,0
27601200,283.15,0
27602100,283.15,0
27603000,286.15,0.01
27603900,328.15,0.01
27604800,283.15,0
27605700,283.15,0
27606600,283.15,0
27607500,289.15,0.008888889
27608400,283.15,0
27609300,283.15,0
27610200,283.15,0
27611100,283.15,0
27612000,283.15,0
27612900,283.15,0
27613800,286.15,0.01
27614700,283.15,0
27615600,283.15,0
27616500,283.15,0
27617400,286.15,0.01
27618300,283.15,0
27619200,283.15,0
27620100,283.15,0
27621000,286.15,0.01
27621900,283.15,0
27622800,283.15,0
27623700,283.15,0
27624600,283.15,0
27625500,283.15,0
27626400,286.15,0.01
27627300,285.15,0.003333333
27628200,285.15,0.003333333
27629100,283.15,0
27630000,286.15,0.01
27630900,283.15,0
27631800,283.15,0
27632700,283.15,0
27633600,283.15,0
27634500,283.15,0
27635400,295.15,0.017777779
27636300,283.15,0
27637200,283.15,0
27638100,286.15,0.01
27639000,297.15,0.046666667
27639900,283.15,0
27640800,283.15,0
27641700,283.15,0
27642600,283.15,0
27643500,283.15,0
27644400,283.15,0
27645300,283.15,0
27646200,283.15,0
27647100,283.15,0
27648000,283.15,0
27648900,283.15,0
27649800,283.15,0
27650700,283.15,0
27651600,283.15,0
27652500,283.15,0
27653400,283.15,0
27654300,283.15,0
27655200,283.15,0
27656100,283.15,0
27657000,283.15,0
27657900,283.15,0
27658800,283.15,0
27659700,283.15,0
27660600,283.15,0
27661500,283.15,0
27662400,283.15,0
27663300,283.15,0
27664200,283.15,0
27665100,283.15,0
27666000,283.15,0
27666900,283.15,0
27667800,283.15,0
27668700,283.15,0
27669600,283.15,0
27670500,283.15,0
27671400,283.15,0
27672300,283.15,0
27673200,300.15,0.056666667
27674100,283.15,0
27675000,286.15,0.01
27675900,283.15,0
27676800,286.15,0.01
27677700,286.15,0.01
27678600,286.15,0.01
27679500,286.15,0.01
27680400,286.15,0.01
27681300,283.15,0
27682200,286.15,0.01
27683100,283.15,0
27684000,283.15,0
27684900,283.15,0
27685800,285.15,0.003333333
27686700,283.15,0
27687600,283.15,0
27688500,283.15,0
27689400,286.15,0.01
27690300,328.15,0.01
27691200,312.15,0
27692100,328.15,0
27693000,283.15,0
27693900,289.15,0.008888889
27694800,283.15,0
27695700,283.15,0
27696600,283.15,0
27697500,283.15,0
27698400,283.15,0
27699300,283.15,0
27700200,286.15,0.01
27701100,283.15,0
27702000,283.15,0
27702900,283.15,0
27703800,286.15,0.01
27704700,283.15,0
27705600,283.15,0
27706500,283.15,0
27707400,286.15,0.01
27708300,283.15,0
27709200,283.15,0
27710100,283.15,0
27711000,283.15,0
27711900,283.15,0
27712800,286.15,0.01
27713700,285.15,0.003333333
27714600,285.15,0.003333333
27715500,283.15,0
27716400,286.15,0.01
27717300,283.15,0
27718200,283.15,0
27719100,283.15,0
27720000,283.15,0
27720900,283.15,0
27721800,328.15,0.017777779
27722700,283.15,0
27723600,283.15,0
27724500,286.15,0.01
27725400,297.15,0.046666667
27726300,283.15,0
27727200,283.15,0
27728100,283.15,0
27729000,283.15,0
27729900,283.15,0
27730800,283.15,0
27731700,283.15,0
27732600,283.15,0
27733500,283.15,0
27734400,283.15,0
27735300,283.15,0
27736200,283.15,0
27737100,283.15,0
27738000,283.15,0
27738900,283.15,0
27739800,283.15,0
27740700,283.15,0
27741600,283.15,0
27742500,283.15,0
27743400,283.15,0
27744300,283.15,0
27745200,283.15,0
27746100,283.15,0
27747000,283.15,0
27747900,283.15,0
27748800,283.15,0
27749700,283.15,0
27750600,283.15,0
27751500,283.15,0
27752400,283.15,0
27753300,283.15,0
27754200,283.15,0
27755100,283.15,0
27756000,283.15,0
27756900,283.15,0
27757800,283.15,0
27758700,283.15,0
27759600,300.15,0.056666667
27760500,283.15,0
27761400,286.15,0.01
27762300,283.15,0
27763200,286.15,0.01
27764100,286.15,0.01
27765000,286.15,0.01
27765900,286.15,0.01
27766800,286.15,0.01
27767700,283.15,0
27768600,286.15,0.01
27769500,283.15,0
27770400,283.15,0
27771300,283.15,0
27772200,285.15,0.003333333
27773100,283.15,0
27774000,283.15,0
27774900,283.15,0
27775800,286.15,0.01
27776700,286.15,0.01
27777600,283.15,0
27778500,283.15,0
27779400,283.15,0
27780300,328.15,0.008888889
27781200,283.15,0
27782100,283.15,0
27783000,283.15,0
27783900,283.15,0
27784800,283.15,0
27785700,283.15,0
27786600,286.15,0.01
27787500,283.15,0
27788400,283.15,0
27789300,283.15,0
27790200,286.15,0.01
27791100,283.15,0
27792000,283.15,0
27792900,283.15,0
27793800,286.15,0.01
27794700,283.15,0
27795600,283.15,0
27796500,283.15,0
27797400,283.15,0
27798300,283.15,0
27799200,295,0.01
27800100,285.15,0.003333333
27801000,285.15,0.003333333
27801900,283.15,0
27802800,286.15,0.01
27803700,283.15,0
27804600,283.15,0
27805500,283.15,0
27806400,283.15,0
27807300,283.15,0
27808200,295.15,0.017777779
27809100,283.15,0
27810000,283.15,0
27810900,286.15,0.01
27811800,297.15,0.046666667
27812700,283.15,0
27813600,283.15,0
27814500,283.15,0
27815400,283.15,0
27816300,283.15,0
27817200,283.15,0
27818100,283.15,0
27819000,283.15,0
27819900,283.15,0
27820800,283.15,0
27821700,283.15,0
27822600,283.15,0
27823500,283.15,0
27824400,283.15,0
27825300,283.15,0
27826200,283.15,0
27827100,283.15,0
27828000,283.15,0
27828900,283.15,0
27829800,283.15,0
27830700,283.15,0
27831600,283.15,0
27832500,283.15,0
27833400,283.15,0
27834300,283.15,0
27835200,283.15,0
27836100,283.15,0
27837000,283.15,0
27837900,283.15,0
27838800,283.15,0
27839700,283.15,0
27840600,283.15,0
27841500,283.15,0
27842400,283.15,0
27843300,283.15,0
27844200,283.15,0
27845100,283.15,0
27846000,328.15,0.056666667
27846900,283.15,0
27847800,286.15,0.01
27848700,283.15,0
27849600,286.15,0.01
27850500,286.15,0.01
27851400,286.15,0.01
27852300,286.15,0.01
27853200,286.15,0.01
27854100,283.15,0
27855000,286.15,0.01
27855900,283.15,0
27856800,283.15,0
27857700,283.15,0
27858600,285.15,0.003333333
27859500,283.15,0
27860400,283.15,0
27861300,283.15,0
27862200,286.15,0.01
27863100,286.15,0.01
27864000,283.15,0
27864900,283.15,0
27865800,283.15,0
27866700,289.15,0.008888889
27867600,283.15,0
27868500,283.15,0
27869400,283.15,0
27870300,283.15,0
27871200,283.15,0
27872100,283.15,0
27873000,286.15,0.01
27873900,283.15,0
27874800,283.15,0
27875700,283.15,0
27876600,286.15,0.01
27877500,283.15,0
27878400,283.15,0
27879300,283.15,0
27880200,286.15,0.01
27881100,283.15,0
27882000,283.15,0
27882900,283.15,0
27883800,283.15,0
27884700,283.15,0
27885600,292,0.01
27886500,285.15,0.003333333
27887400,285.15,0.003333333
27888300,283.15,0
27889200,286.15,0.01
27890100,283.15,0
27891000,283.15,0
27891900,283.15,0
27892800,283.15,0
27893700,283.15,0
27894600,295.15,0.017777779
27895500,283.15,0
27896400,283.15,0
27897300,286.15,0.01
27898200,297.15,0.046666667
27899100,283.15,0
27900000,283.15,0
27900900,283.15,0
27901800,283.15,0
27902700,283.15,0
27903600,283.15,0
